Empresa,Yhaguy,,,,,,,,,
,,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,ESTADO,SALDO,COSTO,MAYORISTA,DOLARES,MINORISTA,AUTOCENTRO
WAB 472.900.901.2,REPARO VALVULA DE NIVELAMIENTO ECAS SC124 TRAS,REPUESTOS,WABCO,A,0,"216539,805",297800,"83,197",446600,385530
WAB 472.900.902.2,VALVULA SOLENOIDES CONTROL ELECT. DE SUSP. DE AIRE OM500,REPUESTOS,WABCO,A,0,"212180,77",291800,"83,756",437600,477407
WAB 475.010.000.2,REPARO VALVULA LIMITADORA PRESION SC 124,REPUESTOS,WABCO,A,0,"92993,68",128000,"34,995",192000,178019
WAB 475.010.015.0,VALVULA LIMITADORA PRESION SC,REPUESTOS,WABCO,A,0,"293584,545",419826,"110,481",629739,490727
WAB 475.015.014.0,LIMITADORA DE PRESION,REPUESTOS,WABCO,A,0,"225907,163",310800,"85,31",466200,0
WAB 475.020.011.0,VALVULA LIMITADORA DE PRESION SC114/124,REPUESTOS,WABCO,A,0,"862016,143",1185400,"314,364",1778000,1364531
WAB 475.020.012.0,VALVULA LIMITADORA DE PRESION SC P94/114/124,REPUESTOS,WABCO,A,0,"624871,183",859200,"239,391",1288800,1364531
WAB 475.710.003.2,REPARO VALVULA SUSPENSION VOLVO /MB/ FORD,REPUESTOS,WABCO,A,0,"148822,133",204800,0,307200,375879
WAB 475.710.011.0,VALVULA SUSPENSION SENSIBLE A CARGA VOLVO NL10/12 FH12,REPUESTOS,WABCO,A,0,"938449,06",1290400,"342,238",1935600,1690898
WAB 475.710.900.2,REPARO VALVULA SUSPENSION VOLVO NL10/12 FH12,REPUESTOS,WABCO,A,0,"251749,475",346200,"93,651",519200,417572
WAB 475.711.002.2,REPARO VALVULA NIVELAMIENTO MB400/500 SC,REPUESTOS,WABCO,A,0,"163214,333",352200,"95,268",528200,423917
WAB 475.713.002.0,VALVULA SENSIBLE A CARGA,REPUESTOS,WABCO,A,0,"977916,517",1344800,"369,292",2017200,0
WAB 475.722.000.0,VALVULA SUSPENSION SENSIBLE A CARGA SC SERIE 4,REPUESTOS,WABCO,A,0,"907025,5",1247200,"341,829",1870800,1948427
WAB 480.102.014.0,MODULO CONTROL DE ESTABILIDAD,REPUESTOS,WABCO,A,0,"7582262,14",10425800,"2863,302",15638600,0
WAB 640.175.116.0,MORDAZA FRENO DEL. IZQ. 712C 914C,REPUESTOS,WABCO,A,0,"2367264,31",3255000,"934,446",4882400,5326344
WAB 640.175.117.0,MORDAZA FRENO DEL. DER. 712C 914C,REPUESTOS,WABCO,A,0,"2367264,31",3255000,"934,446",4882400,5326344
WAB 640.175.118.0,MORDAZA FRENO TRAS. IZQ. 712C 914C,REPUESTOS,WABCO,A,0,"2367264,31",3255000,"934,446",4882400,5326344
WAB 640.175.119.0,MORDAZA FRENO TRAS. DER. 712C 914C,REPUESTOS,WABCO,A,0,"2367264,31",3255000,"934,446",4882400,5326344
WAB 640.175.922.2,REPARO MORDAZA CON PERNOS PARCIAL DEL/TRAS OM 904,REPUESTOS,WABCO,A,0,"277093,64",381200,"109,379",571800,623460
WAB 640.175.942.2,REPARO MORDAZA COMPLETO DEL/TRAS OM 904,REPUESTOS,WABCO,A,0,"539683,1",742200,"213,033",1113200,1214288
WAB 884.500.022.0,MALETIN,REPUESTOS,WABCO,A,0,11183369,15377200,"4002,469",23065800,21709583
WAB 884.500.559.0,VALVULA RETENCION SC113/114/124,REPUESTOS,WABCO,A,0,"105351,169",145200,"37,857",217800,189263
WAB 884.501.096.0,VALVULA SOLENOIDE APU OH1518/1521/1318 24V.,REPUESTOS,WABCO,A,0,"480950,25",661400,"184,103",992000,1028471
WAB 884.501.634.0,VALVULA SOLENOIDE APU MB 0M904 1418/1620 12V.,REPUESTOS,WABCO,A,0,"450355,15",619400,"172,391",929000,934997
WAB 884.502.121.0,CILINDRO FRENO MOTOR SC113,REPUESTOS,WABCO,A,0,"265271,2",364800,"99,972",547200,569843
WAB 884.502.492.2,REPARO VALVULA DISTRIB.SC K124,REPUESTOS,WABCO,A,0,"224486,364",226200,"59,521",339200,276683
WAB 884.502.561.2,"DIAFRAGMA DE 20"" SC124 OMNIBUS",REPUESTOS,WABCO,A,0,"110796,99",152400,"41,36",228600,230682
WAB 884.502.617.2,REPARO VALVULA FRENO DE MANO VOLVO FH12,REPUESTOS,WABCO,A,0,"172948,8",238000,"66,338",357000,327759
WAB 884.503.075.2,REPARO VALVULA FRENO DE MANO SC 124 P94/114,REPUESTOS,WABCO,A,0,"148451,7",204200,"56,237",306200,272873
WAB 884.503.124.0,VALVULA PEDAL FRENO FORD CARGO,REPUESTOS,WABCO,A,0,"552729,68",760200,"218,183",1140200,1247271
WAB 884.503.151.0,VALVULA DESCARGA RAPIDA  VW MB TODOS,REPUESTOS,WABCO,A,0,"117114,803",161400,"43,295",242100,246782
WAB 884.503.259.2,REPARO VALVULA 4 VIAS SC124,REPUESTOS,WABCO,A,0,"150667,238",207600,"65,789",311400,270758
WAB 884.503.378.2,REPARO VALVULA AIRE M/N,REPUESTOS,WABCO,A,0,"115183,182",164712,"43,345",247068,195989
WAB 884.503.405.2,REPARO SERVO EMBRAGUE SC113 SIN INDICADOR DE DESGASTE,REPUESTOS,WABCO,A,0,83751,298200,"79,07",447200,343182
WAB 884.503.503.2,REPARO MORDAZA GUARDAPOLVO PARCIAL DEL/TRAS OM 904,REPUESTOS,WABCO,A,0,"139855,5",192400,"53,535",288600,305151
WAB 884.503.506.2,REPARO PEDAL AIRE M/N 1418/1620 (DESPUES 42/03),REPUESTOS,WABCO,A,0,"111818,182",153800,"40,461",230600,230625
WAB 884.503.508.2,REPARO VALVULA PEDAL SC124 P94/114  03/,REPUESTOS,WABCO,A,0,"164554,545",226263,"59,543",339395,303320
WAB 884.503.509.2,REPARO PEDAL AIRE M/N ORIG. (ANTES 42/03),REPUESTOS,WABCO,A,0,"148068,72",203600,"55,721",305400,250965
WAB 884.503.518.2,REPARO VALVULA PEDAL SCANIA K113 OMNIBUS,REPUESTOS,WABCO,A,0,"149281,853",205400,"54,441",308000,236381
WAB 884.503.549.2,REPARO CIL.TRISTOP,REPUESTOS,WABCO,A,0,"105782,61",145600,"38,577",218400,165576
WAB 884.503.718.2,REPARO VALVULA DISTRIB.VW/MB/SC,REPUESTOS,WABCO,A,0,"99034,735",136600,"36,583",204900,208524
WAB 897.120.510.4,"DIAFRAGMA 16"" WABCO",REPUESTOS,WABCO,A,0,"50473,525",69600,"22,501",104400,106286
WAB 897.120.520.4,DIAFRAGMA FRENO DEL. 20 MB WABCO,REPUESTOS,WABCO,A,0,"35713,744",49200,"13,689",73800,58262
WAB 899.900.001.0,KIT SELLO  P/ LLANTAS PREMIUM TODOS,REPUESTOS,WABCO,A,0,813799,1202431,"219,637",1803647,1803647
WAB 911.145.737.2,BRAZO BIELA COMPRESOR AIRE SERIE 911.153/5.,REPUESTOS,WABCO,A,0,"129737,28",178400,"51,212",267600,291909
WAB 911.145.738.2,BRAZO BIELA COMPRESOR AIRE 0M904  SERIE 411.141/151,REPUESTOS,WABCO,A,0,"138360,09",190400,"52,795",285600,222536
WAB 911.153.001.0,COMPRESOR DE AIRE MB LK/S 2638 O400 MONOCIL.,REPUESTOS,WABCO,A,0,"2802273,545",3699001,"973,421",5548502,4169249
WAB 911.153.920.2,TAPA COMPRESOR MONICILINDRO CUMMINS,REPUESTOS,WABCO,A,0,"920552,333",1265800,0,1898600,0
WAB 911.153.921.2,TAPA COMPRESOR MONICILINDRO CUMMINS,REPUESTOS,WABCO,A,0,"812165,833",1116800,0,1675200,0
WAB 911.153.933.2,REPARO TAPA COMP. DE AIRE ALTO MB914/915C OM904/6,REPUESTOS,WABCO,A,0,"225537,266",310800,"108,088",466200,475545
WAB 911.153.934.2,REPARO TAPA COMPRESOR PARCIAL MB 2638/1938/O400,REPUESTOS,WABCO,A,0,"140682,46",193600,"55,533",290400,316536
WAB 911.501.625.2,PISTON COMPRESOR SOLO CON ARO OM904 STD,REPUESTOS,WABCO,A,0,"145480,425",200200,"55,895",300200,468278
WAB 912.112.001.0,COMPRESOR DE AIRE VOLVO FM/FN/FH 13,REPUESTOS,WABCO,A,0,"2279232,5",3134000,"858,971",4701000,4896134
WAB 912.510.005.1,COMPRESOR BICILINDRICO OM500,REPUESTOS,WABCO,A,0,"3955928,641",5439600,"1792,763",8159400,0
WAB 912.510.201.1,COMPRESOR DE AIRE OMO500,REPUESTOS,WABCO,A,0,"4839373,636",6920304,"1821,133",10380456,0
WAB 912.510.920.2,REPARO COMPRESOR MB O 500,REPUESTOS,WABCO,A,0,"1849986,7",2543800,"696,179",3815600,0
WAB 912.510.929.2,REPARO COMPRESOR MB O 500,REPUESTOS,WABCO,A,0,"393859,36",541600,"148,734",812400,0
WAB 912.512.935.2,TAPA COMPRESOR BI CILINDRO VOLVO FH/FM/NH 13,REPUESTOS,WABCO,A,0,1211962,1666600,"456,75",2499800,2603477
WAB 912.518.924.2,"REPARO COMPRESOR VOLVO FM (JUNTAS,BULON)",REPUESTOS,WABCO,A,0,"266059,65",366000,"105,023",549000,623397
WAB 925.320.001.2,"REPARO CIL.TRISTOP 16X24""",REPUESTOS,WABCO,A,0,"58294,024",80200,"17,763",120300,128222
WAB 925.320.002.2,"REPARO CIL.TRISTOP ABA.30""",REPUESTOS,WABCO,A,0,"68724,25",94600,"26,639",141900,129255
WAB 925.320.005.2,REPARO CIL.TRISTOP C/DIAF.20X24 / 20X30,REPUESTOS,WABCO,A,0,"55214,03",76000,"21,795",114000,124232
WAB 925.320.007.2,REPARO CIL.TRISTOP C/DIAF.20X30,REPUESTOS,WABCO,A,0,"44953,6",62000,"16,68",93000,95078
WAB 925.321.005.2,REPARO CIL.TRISTOP C/DIAF.24X30,REPUESTOS,WABCO,A,0,"93644,5",128800,"34,747",193200,198059
WAB 925.321.010.2,CARCAZA CILINDRO TRISTOP 24X24,REPUESTOS,WABCO,A,0,"133412,6",183600,"52,107",275400,226904
WAB 925.324.001.2,REPARO CIL.TRISTOP C/DIAF.16X24,REPUESTOS,WABCO,A,0,"49806,538",68600,"18,528",102800,85404
WAB 925.324.003.2,REPARO CIL.TRISTOP C/DIAF.16X24,REPUESTOS,WABCO,A,0,"42987,8",59200,"16,455",88800,91926
WAB 925.324.004.2,REPARO CIL.TRISTOP C/DIAF.12X16 MB 712/914,REPUESTOS,WABCO,A,0,40686,56000,"11,737",84000,103803
WAB 925.324.200.0,CILINDRO COMB.TRISTOP 16X24 ORIG.(D),REPUESTOS,WABCO,A,0,"923685,083",1270200,"343,611",1905200,1582322
WAB 925.324.204.0,CILINDRO TRISTOP 16X24 SC/MB 1519/1520,REPUESTOS,WABCO,A,0,"1043824,742",1435400,"388,303",2153000,1925028
WAB 925.324.209.0,CILINDRO COMB.TRISTOP 16/24 ORIG.,REPUESTOS,WABCO,A,0,"1053067,507",1448000,"384,037",2172000,2001735
WAB 925.324.210.0,CILINDRO COMB.TRISTOP 16X24 LARGO MB L/LK- 1513/14/16/17/18,REPUESTOS,WABCO,A,0,"1118383,688",1537800,"416,039",2306600,1911527
WAB 925.324.216.0,CILINDRO COMB.TRISTOP 16X24 (D) CORTO,REPUESTOS,WABCO,A,0,"1072715,946",1475000,"391,203",2212400,2017656
WAB 925.324.219.0,CILINDRO COMB.TRISTOP 16X24 ORIG.,REPUESTOS,WABCO,A,0,"1087484,08",1495400,"396,588",2243000,1820187
WAB 925.325.000.2,REPARO CIL.TRISTOP C/DIAF.12X16 MB M/V,REPUESTOS,WABCO,A,0,31058,45889,"8,382",68834,68834
WAB 925.325.001.2,REPARO CIL.TRISTOP C/DIAF.12X16,REPUESTOS,WABCO,A,0,"63193,636",87000,"22,866",130400,58536
WAB 925.325.002.2,"REPARO CIL.TRISTOP S/DIAFRAGMA 12/16 TIPO ""F""",REPUESTOS,WABCO,A,0,"64973,225",89400,"33,414",134000,119459
WAB 925.328.000.2,REPARO CIL.TRISTOP C/DIAF.14X24 MB1315/1318,REPUESTOS,WABCO,A,0,"104080,57",143200,"38,718",214800,191936
WAB 925.420.002.2,"REPARO CIL.TRISTOP 24X30"" (I) SC124 PARCIAL",REPUESTOS,WABCO,A,0,"73109,993",100600,"27,197",150800,134822
WAB 925.420.004.2,REPARO CILINDRO TRISTOP ACUMULADOR,REPUESTOS,WABCO,A,0,"116074,4",159800,"21,131",239600,249464
WAB 925.422.000.2,REPARO CIL.TRISTOP C/DIAF.30X30 VOLVO,REPUESTOS,WABCO,A,0,"71953,9",114400,"32,842",171600,187199
WAB 925.430.000.2,REPARO CIL.TRISTOP C/DIAF.20X24 SC114,REPUESTOS,WABCO,A,0,"65631,94",90400,"25,907",135600,148103
WAB 925.430.001.2,"REPARO CIL.TRISTOP 24"" PARCIAL",REPUESTOS,WABCO,A,0,"53463,4",123200,"32,946",184800,163323
WAB 925.431.000.2,REPARO CIL.TRISTOP C/DIAF.24X24 SC P94/114/124,REPUESTOS,WABCO,A,0,"86944,333",119600,"28,048",179400,159872
WAB 925.431.005.2,"REPARO CIL.TRISTOP C/DIAF.24X24 / 24X30 TIPO ""G"" SC113",REPUESTOS,WABCO,A,0,"68796,54",94600,"26,356",141800,150231
WAB 925.431.033.0,CILINDRO TRISTOP 24x24 P114/94,REPUESTOS,WABCO,A,0,"1169663,119",1608400,"426,558",2412600,2107500
WAB 925.431.040.0,CILINDRO TRISTOP 24x24 SC124/P94,REPUESTOS,WABCO,A,0,849647,1168400,0,1752600,0
WAB 925.431.450.0,CILINDRO COMB.TRISTOP 24X30  DEL. SC 113,REPUESTOS,WABCO,A,0,"1174354,833",1500400,"450,443",2250600,2225511
WAB 925.432.000.2,REPARO CIL.TRISTOP 30X24 SC C/DIAFRAGMA,REPUESTOS,WABCO,A,0,"127902,681",176000,"46,644",264000,211290
WAB 925.432.010.4,CARCAZA CILINDRO TRISTOP 30,REPUESTOS,WABCO,A,0,"173085,273",238000,"64,388",357000,319187
WAB 925.481.310.0,CILINDRO COMB.TRISTOP 24X30,REPUESTOS,WABCO,A,0,"576887,35",793400,"144,748",1190000,0
WAB 925.903.624.6,TAPA CIL.TRISTOP INTERMEDIO 14X24 WABCO,REPUESTOS,COMPRA LOCAL,A,0,"56060,38",0,0,412500,0
WAB 925.911.624.2,PISTON CIL.TRISTOP 12X16,REPUESTOS,WABCO,A,0,125470,172600,0,258800,316899
WAB 932.400.001.2,REPARO VALVULA REGULADOR APU COMPLETO ORIG.,REPUESTOS,WABCO,A,0,"167713,427",239830,"63,113",359745,263751
WAB 932.400.002.2,REPARO VALVULA APU PARCIAL MB 1418/1218/1620/1718/1720,REPUESTOS,WABCO,A,0,"80259,279",110600,"34,546",165900,169092
WAB 932.400.003.0,FILTRO SECADOR VALVULA APU C/SOPORTE OM904,REPUESTOS,WABCO,A,0,"921487,718",1317727,"346,77",1976591,0
WAB 932.500.104.0,UNIDAD COMPLETA DE PROCESAMIENTO DE AIRE APU IVECO,REPUESTOS,WABCO,A,0,"5730300,25",7879200,"2193,499",11818800,12491696
WAB 932.510.009.0,VALVULA SECADOR COMP. E-APU ELEC  SC SERIE 5,REPUESTOS,WABCO,A,0,"3285936,573",5000000,"1799,342",7500000,6659196
WAB 932.510.952.2,REPARO PROTECTORA EAPU SERIE 5 (SOLENOIDE),REPUESTOS,WABCO,A,0,"491233,146",676800,"170,647",1015200,792506
WAB 932.510.953.2,REPARO VALVULA SECADOR APU SC SERIE 5,REPUESTOS,WABCO,A,0,"162080,65",223000,"63,202",334400,360249
WAB 932.510.954.2,REPARO SECADOR AIRE EAPU SERIE 5 (RETENCION),REPUESTOS,WABCO,A,0,"27845,933",38400,"10,332",57600,58895
WAB 932.510.955.2,VALVULA DE SEGURIDAD EAPU SC SERIE 5,REPUESTOS,WABCO,A,0,"113579,918",156600,"40,797",234900,177188
WAB 932.510.956.2,SECADOR DE AIRE APS SCANIA SERIE 5 C/FILTRO,REPUESTOS,WABCO,A,0,"1023957,732",1410800,"379,502",2116200,1841418
WAB 932.510.957.2,REPARO SECADOR DE AIRE Y PROTEC. EAPU SCANIA,REPUESTOS,WABCO,A,0,"94581,25",130200,"36,881",195200,210222
WAB 932.510.958.2,VALVULA PROTECTORA  APS SC SERIE 5,REPUESTOS,WABCO,A,0,"1229328,768",1693800,"444,489",2540700,2064257
WAB 932.510.959.2,JGO.REPARO VALVULA  APS CONEXION DE PLASTICO,REPUESTOS,WABCO,A,0,"130582,85",179600,"51,546",269400,293811
WAB 932.510.964.2,REPARO SECADOR DE AIRE EAPU COMP. SC 124 2006/,REPUESTOS,WABCO,A,0,"86343,917",83600,"23,388",125400,133314
WAB 932.510.965.2,REPARO VALVULA PROTECTORA EAPU COMP. SERIE 5,REPUESTOS,WABCO,A,0,"158664,192",218600,"58,738",327900,285008
WAB 934.010.000.2,REPARO VALVULA RETENCION SC/VV/VW/FORD,REPUESTOS,WABCO,A,0,16480,24330,"4,444",36495,36495
WAB 934.304.000.0,VALVULA DRENAJE AUTOMATICA MB/SC112/3,REPUESTOS,WABCO,A,0,"171007,727",235200,"61,878",352800,350933
WAB 934.702.004.2,REPARO VALVULA 4 VIA SC MB,REPUESTOS,WABCO,A,0,"110662,909",158248,"41,644",237372,164771
WAB 934.702.006.2,REPARO VALVULA 4 VIAS SCR/T112/142,REPUESTOS,WABCO,A,0,"120101,774",165200,"47,281",247800,269502
WAB 934.702.300.0,VALVULA 4 VIAS M/N,REPUESTOS,WABCO,A,0,"381818,182",525000,"138,158",787500,653646
WAB 934.702.381.0,VALVULA 4 VIAS SC112/113,REPUESTOS,WABCO,A,0,"411901,05",567600,"186,256",851400,868437
WAB 934.702.384.0,VALVULA 4 VIAS SC113/OM366 M/N,REPUESTOS,WABCO,A,0,"175621,042",241600,"66,32",362400,0
WAB 934.702.387.0,VALVULA 4 VIAS SC113,REPUESTOS,WABCO,A,0,"616624,15",848000,"175,084",1272000,1125002
WAB 934.702.902.2,REPARO VALVULA PROTECTORA DE 4 CIRCUITOS SC 113,REPUESTOS,WABCO,A,0,"142814,32",196400,"54,871",294600,274320
WAB 934.705.001.2,REPARO VALVULA APU OM904 4 VIAS,REPUESTOS,WABCO,A,0,"136817,442",188600,"62,242",282900,288435
WAB 934.705.002.0,VALVULA 4 VIAS  APU OM904  MB1218/1418/1620,REPUESTOS,WABCO,A,0,"523394,807",721200,"218,972",1081800,947205
WAB 934.705.005.0,VALVULA 4 VIAS APU MB ACTROS,REPUESTOS,WABCO,A,0,1420028,1952600,"545,59",2928800,0
WAB 934.705.021.0,VALVULA PROTECTORA DE 4 VIAS  IVECO,REPUESTOS,WABCO,A,0,796295,1095000,"300,098",1642400,1710561
WAB 934.705.650.4,TAPA REGULADOR VALVULA APU MB1218/1418/1620,REPUESTOS,WABCO,A,0,"19309,42",26600,"7,622",39800,43446
WAB 934.705.921.2,REPARO VALVULA 6 VIAS APU OM904 4 CIRCUITOS,REPUESTOS,WABCO,A,0,"88140,335",121600,"31,629",182400,164214
WAB 934.714.145.0,VALVULA DE 4 VIAS VOLVO FH/FM 12,REPUESTOS,WABCO,A,0,"555810,24",764400,"209,16",1146600,1063992
WAB 934.714.211.0,VALVULA 4 VIAS SC124,REPUESTOS,WABCO,A,0,"669706,036",957680,"252,021",1436520,1044579
WAB 934.901.005.2,REPARO VALVULA 4 VIAS PARCIAL,REPUESTOS,WABCO,A,0,"86768,1",119400,"32,826",179000,187110
WAB 952.200.221.0,MANO AMIGA ROJO,REPUESTOS,WABCO,A,0,"66891,69",92000,"24,884",138000,123356
WAB 952.200.222.0,MANO AMIGA AMARILLO,REPUESTOS,WABCO,A,0,"68219,875",94000,"25,378",141000,125804
WAB 961.701.000.2,REPARO VALVULA FRENO DE MANO 3 SALIDA,REPUESTOS,WABCO,A,0,"61057,44",84000,"23,78",126000,135548
WAB 961.701.100.0,VALVULA FRENO DE MANO 3 SAL.,REPUESTOS,WABCO,A,0,"526091,72",723400,"197,977",1085000,1007102
WAB 961.702.001.2,REPARO FRENO DE MANO SC112 PARCIAL,REPUESTOS,WABCO,A,0,"90027,36",123800,"33,879",185600,149760
WAB 961.702.007.2,REPARO FRENO DE MANO SC R/T112/42,REPUESTOS,WABCO,A,0,"105966,65",145800,"40,546",218600,231114
WAB 961.702.030.0,VALVULA FRENO DE MANO SC T/R112/42,REPUESTOS,WABCO,A,0,"978671,363",1345800,"325,812",2018700,1834737
WAB 961.710.054.0,VALVULA FRENO REMOLQUE SC112/113,REPUESTOS,WABCO,A,0,501105,689200,"181,081",1033800,921155
WAB 961.710.055.0,VALVULA FRENO REMOLQUE VOLVO NL10/12,REPUESTOS,WABCO,A,0,"270020,075",371400,"87,516",557000,681990
WAB 961.710.901.2,REPARO VALVULA FRENO BIGOTE SC 112/3,REPUESTOS,WABCO,A,0,"219535,74",302000,"80,061",453000,367806
WAB 961.722.002.2,REPARO FRENO DE MANO 2 SAL.,REPUESTOS,WABCO,A,0,"40946,1",56400,"15,967",84600,91010
WAB 961.722.004.2,REPARO FRENO DE MANO 4 SAL.PARCIAL MB TODOS,REPUESTOS,WABCO,A,0,"91996,4",126600,"34,114",189800,163434
WAB 961.722.170.0,VALVULA FRENO DE MANO 2 SAL.,REPUESTOS,WABCO,A,0,"282656,886",388800,"109,039",583200,621525
WAB 961.722.177.0,VALVULA FRENO DE MANO 2 SAL.PICUDO MARRON,REPUESTOS,WABCO,A,0,325500,447600,"95,315",671400,544881
WAB 961.722.179.0,VALVULA FRENO DE MANO VOLVO,REPUESTOS,WABCO,A,0,"353123,1",485600,"127,615",728400,649172
WAB 961.722.182.0,VALVULA FRENO DE MANO 2 SAL.1214/1418/1620 NEGRO,REPUESTOS,WABCO,A,0,"369464,292",508200,"142,738",762300,692592
WAB 961.722.223.0,VALVULA FRENO DE MANO NEGRA 4 SALIDAS 1620,REPUESTOS,WABCO,A,0,"544236,893",748400,"204,805",1122600,904350
WAB 961.722.224.0,VALVULA FRENO DE MANO PICUDO,REPUESTOS,WABCO,A,0,"378391,95",520400,"84,271",780600,868850
WAB 961.722.284.0,VALVULA FRENO DE MANO 4 SAL.370/371,REPUESTOS,WABCO,A,0,"672727,273",925000,"243,421",1387500,974372
WAB 961.722.314.0,VALVULA FRENO DE MANO SC113 CAMIONES M/N,REPUESTOS,WABCO,A,0,"654475,304",901800,"194,781",1352700,1905210
WAB 961.722.621.4,"PISTON VALVULA FRENO DE MANO VW,FORD CAMION",REPUESTOS,WABCO,A,0,"27573,45",38000,"10,393",57000,59240
WAB 961.722.623.2,"PISTON COMPLETO VALVULA FRENO DE MANO VW,FORD CAMION",REPUESTOS,WABCO,A,0,"41243,71",56800,"16,281",85200,0
WAB 961.722.902.2,REPARO VALVULA FRENO DE MANO,REPUESTOS,WABCO,A,0,"62411,006",86000,"22,138",129000,0
WAB 961.722.903.2,REPARO VALVULA FRENO DE MANO SC 113/FORD,REPUESTOS,WABCO,A,0,"131659,987",181400,"47,299",272100,236468
WAB 961.722.906.2,REPARO VALVULA FRENO DE MANO VOLVO NL12,REPUESTOS,WABCO,A,0,"65473,9",127600,"34,396",191400,196055
WAB 961.723.001.2,REPARO PALANCA FRENO DE MANO SC OBNIBUS PISTON CORTO,REPUESTOS,WABCO,A,0,"86363,636",118800,"70,426",178200,401426
WAB 961.723.008.2,REPARO VALVULA FRENO DE MANO MB/VW,REPUESTOS,WABCO,A,0,77468,230160,"60,568",345240,194742
WAB 961.723.009.2,REPARO VALVULA FRENO DE MANO MB915/1318/1620 BUS ACCELO/VW,REPUESTOS,WABCO,A,0,"123447,77",169800,"47,105",254600,198611
WAB 961.723.031.0,VALVULA FRENO DE MANO ROJO C/CABLE OM904 PICUDO,REPUESTOS,WABCO,A,0,"553665,909",791742,"208,353",1187613,948348
WAB 961.723.122.0,VALVULA FRENO DE MANO SC114/124,REPUESTOS,WABCO,A,0,"666178,182",915995,"241,051",1373993,0
WAB 961.723.212.0,VALVULA FRENO DE MANO VOLVO FH12,REPUESTOS,WABCO,A,0,"1082237,34",1488200,"414,098",2232200,2360360
WAB 961.723.214.0,VALVULA FRENO DE MANO ROJO C/CABLE 1938/1944,REPUESTOS,WABCO,A,0,"500049,61",687600,"193,193",1031400,937409
WAB 961.723.215.0,VALVULA FRENO DE MANO VOLVO FH12,REPUESTOS,WABCO,A,0,"461063,9",634000,"171,079",951000,975150
WAB 961.723.217.0,VALVULA FRENO DE MANO SC124,REPUESTOS,WABCO,A,0,"511631,172",705000,"169,515",1057500,966237
WAB 961.723.421.0,VALVULA FRENO DE REMOLQUE VERDE MB1938/1944,REPUESTOS,WABCO,A,0,"1346182,81",1851200,"531,388",2776800,3028911
WAB 961.724.204.0,VALVULA FRENO DE MANO VOLVO FH 13,REPUESTOS,WABCO,A,0,"573134,45",788200,"219,571",1182200,1251554
WAB 961.724.926.2,REPARO VALVULA FRENO DE MANO VOLVO FH 13,REPUESTOS,WABCO,A,0,"211210,938",290600,"80,916",435800,461222
WAB 961.724.927.2,REPARO VALVULA FRENO DE MANO SC SERIE 5 MODELO R,REPUESTOS,WABCO,A,0,"80183,164",110400,"30,975",165600,0
WAB 961.880.001.0,VALVULA PEDAL FRENO VOLVO WAY,REPUESTOS,WABCO,A,0,201702,277400,"77,496",416000,0
WAB 970.051.013.4,CARCAZA SERVO EMBRAGUE SOLO M/N 5 AG,REPUESTOS,WABCO,A,0,"93413,688",128800,"34,705",193200,197817
WAB 970.051.128.0,"SERVO EMBR.M/N 1318/OH 1526 /1621L O371, L1630, L1933",REPUESTOS,WABCO,A,0,"772727,273",1105000,"290,789",1657500,1556946
WAB 970.051.164.0,SERVO EMBR.MB 1938/O400/O371 CON INDICADOR DE DESGASTE,REPUESTOS,WABCO,A,0,"1124441,191",1549200,"419,08",2323800,2095142
WAB 970.051.186.0,SERVO EMBR.M/N 1318,REPUESTOS,WABCO,A,0,"981912,091",1404134,"369,509",2106201,1836750
WAB 970.051.190.0,SERVO EMBRAGUE MB O500/OM1418 ELECT.,REPUESTOS,WABCO,A,0,"184505,53",263843,"69,432",395765,2877818
WAB 970.051.191.0,SERVO EMBRAGUE SC 113,REPUESTOS,WABCO,A,0,"866742,264",1194200,"267,193",1791300,1522998
WAB 970.051.445.0,SERVO EMBRAGUE MB O500 RSD,REPUESTOS,WABCO,A,0,"1964914,273",2701800,"730,948",4052600,3318498
WAB 970.051.454.0,SERVO EMBRAGUE MB O500/ATEGO/ATRON/AXXOR,REPUESTOS,WABCO,A,0,"1060581,461",1461200,"415,825",2191800,3538247
WAB 970.051.906.2,REPARO SERVO EMB.MB1318.M/N.SC GRANDE,REPUESTOS,WABCO,A,0,"175736,818",251304,"66,133",376956,301884
WAB 970.051.917.2,REPARO SERVO EMB.MB  OM 1418 / OM 904,REPUESTOS,WABCO,A,0,"299943,702",413400,"129,248",620100,632624
WAB 970.051.956.2,REPARO SERVO EMB.M/N 113 MAS GRANDE,REPUESTOS,WABCO,A,0,"136353,851",188000,"50,419",282000,287390
WAB 970.051.963.2,REPARO SERVO EMBRAGUE SC 112/113,REPUESTOS,WABCO,A,0,"94302,02",129800,"36,098",194600,205758
WAB 970.051.974.2,REPARO SERVO EMBRAGUE MB1938/44 O500,REPUESTOS,WABCO,A,0,"566164,665",778600,"210,613",1167800,938795
WAB 970.150.001.0,SERV0 EMBRAGUE MB ACTROS 2546/2646/2655/4844,REPUESTOS,WABCO,A,0,2484142,3415800,"950,903",5123600,5415274
WAB 970.150.923.2,REPARO SERVO EMBRAGUE MB O400/1630/ O371/ SCANIA SERIE 3,REPUESTOS,WABCO,A,0,"1368443,6",1881800,"514,967",2822600,0
WAB 970.150.924.2,REPARO SERVO EMBRAGUE MB ACTROS TODOS,REPUESTOS,WABCO,A,0,"224886,067",309400,"86,404",464000,0
