Empresa,Yhaguy,,,,,,
,,,,,,,
RAZONSOCIAL,NRODOCUMENTO,CONCEPTO,EMISION,VENCIMIENTO,IMPORTE,SALDO,IDCUENTA
PROCARD SA,21487,Gastos Contado,09/28/2018 00:00:00,10/28/2018 00:00:00,58608,58608,10132
CADENA REAL SA,21687,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,37500,37500,9617
CADENA REAL SA,21802,Gastos Contado,10/05/2018 00:00:00,10/06/2018 00:00:00,26600,26600,9617
CADENA REAL SA,22029,Gastos Contado,10/03/2018 00:00:00,10/04/2018 00:00:00,32300,32300,9617
GO PRO S.A,22814,Gastos Credito,09/21/2018 00:00:00,10/21/2018 00:00:00,434999,434999,59145
BANCO REGIONAL SAECA,23690,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,691993,691993,10024
BANCO REGIONAL SAECA,23691,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,11767215,11767215,10024
YHAGUY BATERIAS S.A.,24054,Gastos Credito,09/06/2018 00:00:00,10/06/2018 00:00:00,241600,241600,58348
YHAGUY BATERIAS S.A.,24234,Compras  CREDITO,09/12/2018 00:00:00,10/12/2018 00:00:00,7176200,7176200,58348
YHAGUY BATERIAS S.A.,24238,Compras  CREDITO,09/12/2018 00:00:00,10/12/2018 00:00:00,21687000,21687000,58348
YHAGUY BATERIAS S.A.,24239,Compras  CREDITO,09/12/2018 00:00:00,10/12/2018 00:00:00,7596000,7596000,58348
RETAIL SA -,24376,Gastos Contado,10/05/2018 00:00:00,10/06/2018 00:00:00,61327,61327,10010
YHAGUY BATERIAS S.A.,24481,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,12054000,12054000,58348
YHAGUY BATERIAS S.A.,24494,Compras  CREDITO,09/21/2018 00:00:00,10/25/2018 00:00:00,10193200,10193200,58348
YHAGUY BATERIAS S.A.,24495,Compras  CREDITO,09/21/2018 00:00:00,10/25/2018 00:00:00,3726200,3726200,58348
YHAGUY BATERIAS S.A.,24624,Compras  CREDITO,09/27/2018 00:00:00,10/27/2018 00:00:00,9133000,9133000,58348
UNIVERSIDAD TECNOLOGICA INTERCONTINENTAL,24651,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,250000,250000,9601
YHAGUY BATERIAS S.A.,24659,Compras  CREDITO,09/28/2018 00:00:00,10/28/2018 00:00:00,13534000,13534000,58348
YHAGUY BATERIAS S.A.,24664,Compras  CREDITO,09/28/2018 00:00:00,10/31/2018 00:00:00,4853000,4853000,58348
UNIVERSIDAD TECNOLOGICA INTERCONTINENTAL,24679,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,330000,330000,9601
YHAGUY BATERIAS S.A.,24706,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,300000,300000,58348
YHAGUY BATERIAS S.A.,24713,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,14442000,14442000,58348
CR REPUESTOS,25383,Compras  CREDITO,10/03/2018 00:00:00,11/02/2018 00:00:00,540000,540000,810
RETAIL SA -,25773,Gastos Contado,10/03/2018 00:00:00,10/04/2018 00:00:00,35422,35422,10010
BELLINI S.A.,26543,Gastos Contado,10/02/2018 00:00:00,10/03/2018 00:00:00,33000,33000,17574
BELLINI S.A.,26544,Gastos Contado,10/02/2018 00:00:00,10/03/2018 00:00:00,33000,33000,17574
PLUSCAR S.A.,26752,Compras  CREDITO,09/25/2018 00:00:00,10/25/2018 00:00:00,200000,200000,973
EMPRESA DE TRANSPORTE GOLONDRINA S.A.,27540,Gastos Contado,10/08/2018 00:00:00,10/09/2018 00:00:00,20000,20000,56358
EMPRESA DE TRANSPORTE GOLONDRINA S.A.,28242,Gastos Contado,10/15/2018 00:00:00,10/16/2018 00:00:00,20000,20000,56358
MOPC,29825,Gastos Contado,10/02/2018 00:00:00,10/03/2018 00:00:00,62000,62000,9322
MOPC,29826,Gastos Contado,10/02/2018 00:00:00,10/03/2018 00:00:00,62000,62000,9322
EURO IMPORT S.A.,31524,Compras  CREDITO,10/04/2018 00:00:00,11/03/2018 00:00:00,1952000,1952000,1111
JP COMPANY SA,31573,Gastos Credito,10/03/2018 00:00:00,11/02/2018 00:00:00,155000,155000,9361
PORTER S.A,31700,Gastos Credito,09/18/2018 00:00:00,10/18/2018 00:00:00,850000,850000,43038
CUERPO DE BOMBEROS VOLUNTARIOS DEL PARAGUAY,31716,Otros Comp.,10/12/2018 00:00:00,10/09/2018 00:00:00,240000,240000,9589
IMPORTADORA AVENIDA S.A.,32343,Compras  CREDITO,09/12/2018 00:00:00,10/12/2018 00:00:00,1256600,1256600,956
IMPORTADORA AVENIDA S.A.,32464,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,1902500,1902500,956
BEPSA DEL PARAGUAY S.A.E.C.A.,32554,Gastos Contado,09/01/2018 00:00:00,09/02/2018 00:00:00,84000,84000,35854
AGA GROUP S.A.,34499,Gastos Contado,10/05/2018 00:00:00,10/06/2018 00:00:00,11000,11000,62089
SPRINTE S.A.C.I.,36299,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,1710000,1710000,780
TODO CAMIONES Y COMPAÑIA S.A,39287,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,3486400,3486400,59184
TODO CAMIONES Y COMPAÑIA S.A,39290,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,8130000,8130000,59184
TODO CAMIONES Y COMPAÑIA S.A,39339,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,676000,676000,59184
TODO CAMIONES Y COMPAÑIA S.A,39617,Compras  CREDITO,10/01/2018 00:00:00,10/31/2018 00:00:00,1200000,1200000,59184
TODO CAMIONES Y COMPAÑIA S.A,39685,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,1650000,1650000,59184
TODO CAMIONES Y COMPAÑIA S.A,39691,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,1095000,1095000,59184
UNIVERSIDAD POLITECNICA Y ARTISTICA,40235,Gastos Contado,09/27/2018 00:00:00,09/28/2018 00:00:00,510000,510000,9726
PARPACK SA,41437,Gastos Credito,10/01/2018 00:00:00,10/31/2018 00:00:00,388000,388000,11739
PARPACK SA,41438,Gastos Credito,10/01/2018 00:00:00,10/31/2018 00:00:00,550000,550000,11739
CENTRO COLOR pintureria-ferreteria,42010,Gastos Credito,09/21/2018 00:00:00,10/21/2018 00:00:00,79000,79000,1069
CENTRO COLOR pintureria-ferreteria,42181,Gastos Credito,09/27/2018 00:00:00,10/27/2018 00:00:00,676000,676000,1069
EDITORIAL AZETA S.A.,42363,Gastos Credito,09/13/2018 00:00:00,10/13/2018 00:00:00,1501200,1501200,9833
CENTRO COLOR pintureria-ferreteria,42594,Gastos Credito,10/11/2018 00:00:00,11/10/2018 00:00:00,190000,190000,1069
CENTRO COLOR pintureria-ferreteria,42683,Gastos Credito,10/15/2018 00:00:00,11/14/2018 00:00:00,1218500,1218500,1069
CENTRO COLOR pintureria-ferreteria,42685,Gastos Credito,10/15/2018 00:00:00,11/14/2018 00:00:00,96000,96000,1069
BARTHOLO TRANSPORTES REPRESENTACIONES S.R.L.,43194,Gastos de Import.,09/03/2018 00:00:00,10/03/2018 00:00:00,2697860,2697860,9493
BARTHOLO TRANSPORTES REPRESENTACIONES S.R.L.,43281,Gastos de Import.,09/04/2018 00:00:00,10/04/2018 00:00:00,6363013,6363013,9493
BARTHOLO TRANSPORTES REPRESENTACIONES S.R.L.,43336,Gastos de Import.,09/05/2018 00:00:00,10/05/2018 00:00:00,3290885,3290885,9493
SERVICIOS RAPIDOS DEL PARAGUAY S.A.,43444,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,52000,52000,9867
BRINGCO S.A,43543,Gastos Credito,10/01/2018 00:00:00,10/31/2018 00:00:00,728849,728849,13894
AUTOPIEZAS CEISA,44294,Compras  CREDITO,09/18/2018 00:00:00,10/18/2018 00:00:00,9000024,9000024,1416
BANCO GNB PARAGUAY SA,45937,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,16854825,16854825,40934
BANCO GNB PARAGUAY SA,45938,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,25298493,25298493,40934
BANCO GNB PARAGUAY SA,45939,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,18669562,18669562,40934
SERVICIOS RAPIDOS DEL PARAGUAY S.A.,48581,Gastos Contado,10/09/2018 00:00:00,10/10/2018 00:00:00,42000,42000,9867
EMPRESA YASY S.A. DE TRANSP. Y TURISMO,48805,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,20000,20000,52167
DIAZ E HIJOS SA- HIPERMERCADO LUISITO,51769,Gastos Contado,10/03/2018 00:00:00,10/04/2018 00:00:00,15525,15525,10071
BANCO BASA S.A,53659,Gastos Contado,09/04/2018 00:00:00,09/05/2018 00:00:00,6402428,6402428,66085
BANCO BASA S.A,53674,Gastos Contado,09/04/2018 00:00:00,09/05/2018 00:00:00,16841,16841,66085
BANCO BASA S.A,53706,Gastos Contado,09/04/2018 00:00:00,09/05/2018 00:00:00,33791,33791,66085
BANCO BASA S.A,53707,Gastos Contado,09/04/2018 00:00:00,09/05/2018 00:00:00,24526,24526,66085
SEGEL LOGISTICA S.A.,53965,Gastos Credito,09/18/2018 00:00:00,10/18/2018 00:00:00,984000,984000,17484
AMI TOUR S.A.,54144,Otros Comp.,10/11/2018 00:00:00,10/12/2018 00:00:00,1046770,1046770,68465
SEGEL LOGISTICA S.A.,54610,Gastos Credito,10/05/2018 00:00:00,11/04/2018 00:00:00,973800,973800,17484
BANCO BASA S.A,55801,Gastos Contado,09/19/2018 00:00:00,09/20/2018 00:00:00,23625343,23625343,66085
UNIVERSIDAD SAN LORENZO,56437,Gastos Contado,09/06/2018 00:00:00,09/07/2018 00:00:00,210000,210000,9697
BANCOP SA,56580,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,730769,730769,17374
BANCOP SA,56581,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,77793962,77793962,17374
DIAZ E HIJOS SA- HIPERMERCADO LUISITO,57536,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,70275,70275,10071
SANTA ELENA S.A.,57764,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,"300406,8","300406,8",832
SANTA ELENA S.A.,57879,Compras  CREDITO,09/28/2018 00:00:00,10/28/2018 00:00:00,"2810563,44","2810563,44",832
SANTA ELENA S.A.,57885,Compras  CREDITO,09/28/2018 00:00:00,10/28/2018 00:00:00,"5034621,12","5034621,12",832
SANTA ELENA S.A.,57893,Compras  CREDITO,09/28/2018 00:00:00,10/28/2018 00:00:00,"3167760,08","3167760,08",832
SANTA ELENA S.A.,57942,Compras  CREDITO,10/04/2018 00:00:00,11/03/2018 00:00:00,"905927,85","905927,85",832
ALIMENTOS DISTRIB. Y SERVICIOS SA,59138,Gastos Contado,10/10/2018 00:00:00,10/11/2018 00:00:00,13000,13000,9324
DIESELMAR S.A.,59936,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,600000,600000,846
DIESELMAR S.A.,59993,Compras  CREDITO,09/22/2018 00:00:00,10/22/2018 00:00:00,1050000,1050000,846
BONIMAR S.A.,61526,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,13763,13763,37332
BBVA PARAGUAY S.A.,64007,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,37996744,37996744,9878
BBVA PARAGUAY S.A.,64008,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,5399191,5399191,9878
BANCO BASA S.A,65976,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,231000,231000,66085
YHAGUY REPUESTOS S.A.,66903,Gastos Contado,09/03/2018 00:00:00,09/04/2018 00:00:00,27492,27492,9310
YHAGUY REPUESTOS S.A.,66906,Gastos Contado,09/03/2018 00:00:00,09/04/2018 00:00:00,329000,329000,9310
YHAGUY REPUESTOS S.A.,67150,Gastos Contado,09/17/2018 00:00:00,09/18/2018 00:00:00,210500,210500,9310
YHAGUY REPUESTOS S.A.,67155,Gastos Contado,09/17/2018 00:00:00,09/18/2018 00:00:00,357254,357254,9310
YHAGUY REPUESTOS S.A.,67283,Gastos Contado,09/22/2018 00:00:00,09/23/2018 00:00:00,107000,107000,9310
YHAGUY REPUESTOS S.A.,67299,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,213000,213000,9310
YHAGUY REPUESTOS S.A.,67320,Gastos Contado,09/25/2018 00:00:00,09/26/2018 00:00:00,294186,294186,9310
YHAGUY REPUESTOS S.A.,67419,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,307500,307500,9310
YHAGUY REPUESTOS S.A.,67432,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,152000,152000,9310
UNIVERSIDAD DEL NORTE,67445,Gastos Contado,09/03/2018 00:00:00,09/04/2018 00:00:00,480000,480000,9717
UNIVERSIDAD DEL NORTE,68369,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,378000,378000,9717
SERVICIOS MEDICOS MIGONE SA,69562,Gastos Credito,10/10/2018 00:00:00,11/09/2018 00:00:00,855000,855000,9329
SERVICIOS MEDICOS MIGONE SA,69563,Gastos Credito,10/10/2018 00:00:00,11/09/2018 00:00:00,4577702,4577702,9329
MAHLE BRASIL,72018,Proveedores Ext.,10/01/2018 00:00:00,10/31/2018 00:00:00,238185167,238185167,17545
TODOSCANIA REPUESTOS SA,72540,Compras  CREDITO,09/14/2018 00:00:00,10/14/2018 00:00:00,1200000,1200000,912
TODOSCANIA REPUESTOS SA,72686,Compras  CREDITO,09/18/2018 00:00:00,10/18/2018 00:00:00,380000,380000,912
YHAGUY REPUESTOS S.A.,74822,Gastos Contado,09/03/2018 00:00:00,09/04/2018 00:00:00,317000,317000,9310
YHAGUY REPUESTOS S.A.,75304,Gastos Contado,09/20/2018 00:00:00,09/21/2018 00:00:00,271600,271600,9310
YHAGUY REPUESTOS S.A.,75328,Gastos Contado,09/21/2018 00:00:00,09/22/2018 00:00:00,20000,20000,9310
YHAGUY REPUESTOS S.A.,75556,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,580000,580000,9310
YHAGUY REPUESTOS S.A.,75586,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,355600,355600,9310
SUNSET S.A.C.I.S.,80905,Compras  CREDITO,09/27/2018 00:00:00,10/27/2018 00:00:00,"440863,5","440863,5",34932
ALIMENTOS DISTRIB. Y SERVICIOS SA,82322,Gastos Contado,10/03/2018 00:00:00,10/04/2018 00:00:00,48000,48000,9324
ESSAP,86496,Gastos Contado,10/12/2018 00:00:00,10/13/2018 00:00:00,59000,59000,9609
SANTA ELENA S.A.,86734,Compras  CREDITO,09/14/2018 00:00:00,10/14/2018 00:00:00,"690969,89","690969,89",832
SANTA ELENA S.A.,86747,Compras  CREDITO,09/14/2018 00:00:00,10/14/2018 00:00:00,2775000,2775000,832
SANTA ELENA S.A.,86796,Compras  CREDITO,09/15/2018 00:00:00,10/15/2018 00:00:00,"7961386,11","7961386,11",832
SANTA ELENA S.A.,86826,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,1231864,1231864,832
SANTA ELENA S.A.,86840,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,"300406,8","300406,8",832
SANTA ELENA S.A.,86841,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,"763676,64","763676,64",832
SANTA ELENA S.A.,86882,Compras  CREDITO,09/18/2018 00:00:00,10/18/2018 00:00:00,"964066,25","964066,25",832
SANTA ELENA S.A.,87165,Compras  CREDITO,09/22/2018 00:00:00,10/22/2018 00:00:00,"1771411,62","1771411,62",832
SANTA ELENA S.A.,87172,Compras  CREDITO,09/22/2018 00:00:00,10/22/2018 00:00:00,"5791176,99","5791176,99",832
SANTA ELENA S.A.,87213,Compras  CREDITO,09/24/2018 00:00:00,10/24/2018 00:00:00,"1305317,51","1305317,51",832
SANTA ELENA S.A.,87222,Compras  CREDITO,09/24/2018 00:00:00,10/24/2018 00:00:00,"4023197,46","4023197,46",832
CENTRO REPUESTOS S.R.L.,87315,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,908500,908500,1136
SANTA ELENA S.A.,87347,Compras  CREDITO,09/26/2018 00:00:00,10/26/2018 00:00:00,"1974553,26","1974553,26",832
SANTA ELENA S.A.,87441,Compras  CREDITO,09/27/2018 00:00:00,10/27/2018 00:00:00,"4649605,09","4649605,09",832
CENTRO REPUESTOS S.R.L.,87511,Compras  CREDITO,09/24/2018 00:00:00,10/24/2018 00:00:00,737000,737000,1136
CENTRO REPUESTOS S.R.L.,87563,Compras  CREDITO,09/25/2018 00:00:00,10/25/2018 00:00:00,960000,960000,1136
KA'AGUY RORY S.A.,88972,Compras  CREDITO,09/15/2018 00:00:00,10/15/2018 00:00:00,635260,635260,1216
KA'AGUY RORY S.A.,89007,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,111174,111174,1216
KA'AGUY RORY S.A.,89776,Compras  CREDITO,10/01/2018 00:00:00,10/31/2018 00:00:00,254400,254400,1216
KA'AGUY RORY S.A.,89896,Compras  CREDITO,10/03/2018 00:00:00,11/02/2018 00:00:00,4941365,4941365,1216
KA'AGUY RORY S.A.,89913,Compras  CREDITO,10/03/2018 00:00:00,11/02/2018 00:00:00,1178680,1178680,1216
KA'AGUY RORY S.A.,89917,Compras  CREDITO,10/03/2018 00:00:00,11/02/2018 00:00:00,875875,875875,1216
ESSAP,94774,Gastos Contado,10/12/2018 00:00:00,10/13/2018 00:00:00,60000,60000,9609
BANCARD SA,95635,Gastos Contado,09/30/2018 00:00:00,10/01/2018 00:00:00,225638,225638,9735
CARLAO AUTORREPUESTOS S.A.,97822,Compras  CREDITO,09/03/2018 00:00:00,10/03/2018 00:00:00,2112500,2112500,1084
CARLAO AUTORREPUESTOS S.A.,98322,Compras  CREDITO,09/10/2018 00:00:00,10/10/2018 00:00:00,3750000,3750000,1084
CARLAO AUTORREPUESTOS S.A.,98455,Compras  CREDITO,09/11/2018 00:00:00,10/11/2018 00:00:00,899620,899620,1084
CARLAO AUTORREPUESTOS S.A.,98750,Compras  CREDITO,09/14/2018 00:00:00,10/14/2018 00:00:00,3985000,3985000,1084
CARLAO AUTORREPUESTOS S.A.,98865,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,2767000,2767000,1084
CARLAO AUTORREPUESTOS S.A.,99035,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,5995000,5995000,1084
CARLAO AUTORREPUESTOS S.A.,99101,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,5070000,5070000,1084
CARLAO AUTORREPUESTOS S.A.,99170,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,700000,700000,1084
CARLAO AUTORREPUESTOS S.A.,99219,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,345000,345000,1084
CARLAO AUTORREPUESTOS S.A.,99274,Compras  CREDITO,09/22/2018 00:00:00,10/22/2018 00:00:00,950000,950000,1084
CARLAO AUTORREPUESTOS S.A.,99275,Compras  CREDITO,09/22/2018 00:00:00,10/22/2018 00:00:00,2575000,2575000,1084
CARLAO AUTORREPUESTOS S.A.,99900,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,2700000,2700000,1084
CARLAO AUTORREPUESTOS S.A.,99909,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,324000,324000,1084
EQUIPO MEDICO DE EMERGENCIAS PARAGUAY SRL,104140,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,647000,647000,54425
BANCARD SA,106112,Gastos Contado,09/30/2018 00:00:00,10/30/2018 00:00:00,11461607,11461607,9735
VALPARTS S.A.,106992,Compras  CREDITO,09/14/2018 00:00:00,10/14/2018 00:00:00,3346000,3346000,1506
VALPARTS S.A.,107100,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,3620000,3620000,1506
VALPARTS S.A.,107120,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,49500,49500,1506
VALPARTS S.A.,107122,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,564000,564000,1506
VALPARTS S.A.,107379,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,1910000,1910000,1506
VALPARTS S.A.,107386,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,164000,164000,1506
VALPARTS S.A.,107401,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,2105600,2105600,1506
VALPARTS S.A.,107416,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,64000,64000,1506
VALPARTS S.A.,107552,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,3587600,3587600,1506
VALPARTS S.A.,107554,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,1450000,1450000,1506
VALPARTS S.A.,107810,Compras  CREDITO,09/24/2018 00:00:00,10/24/2018 00:00:00,1190000,1190000,1506
VALPARTS S.A.,107934,Compras  CREDITO,09/25/2018 00:00:00,10/25/2018 00:00:00,440000,440000,1506
VALPARTS S.A.,108243,Compras  CREDITO,09/28/2018 00:00:00,10/31/2018 00:00:00,6260000,6260000,1506
VALPARTS S.A.,108534,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,2300000,2300000,1506
VALPARTS S.A.,108549,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,4727000,4727000,1506
YHAGUY REPUESTOS S.A.,112239,Gastos Contado,09/03/2018 00:00:00,09/04/2018 00:00:00,49022,49022,9310
YHAGUY REPUESTOS S.A.,112617,Gastos Contado,09/10/2018 00:00:00,09/11/2018 00:00:00,243205,243205,9310
IMPORTADORA PARANA S.A.,146627,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,"452799,998","452799,998",1001
IMPORTADORA PARANA S.A.,147515,Compras  CREDITO,10/03/2018 00:00:00,11/02/2018 00:00:00,260000,260000,1001
SEMAR S.R.L.,150202,Gastos Credito,09/24/2018 00:00:00,10/24/2018 00:00:00,1054760,1054760,863
ÑA VIRGINA BAR,151222,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,30500,30500,9806
BANCARD SA,154785,Gastos Credito,09/21/2018 00:00:00,09/22/2018 00:00:00,826139,826139,9735
BANCARD SA,154786,Gastos Credito,09/21/2018 00:00:00,10/21/2018 00:00:00,2650303,2650303,9735
BANCARD SA,154788,Gastos Credito,09/21/2018 00:00:00,09/22/2018 00:00:00,129690,129690,9735
RIOS REPUESTOS RG S.A.,162626,Compras  CREDITO,10/02/2018 00:00:00,10/28/2018 00:00:00,1223303,1223303,851
SEMAR S.R.L.,186995,Gastos Credito,09/20/2018 00:00:00,10/20/2018 00:00:00,276800,276800,863
SEMAR S.R.L.,186996,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,161000,161000,863
INTERFISA BANCO  S.A.E.C.A,198262,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,4849511,4849511,49606
INTERFISA BANCO  S.A.E.C.A,201389,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,35759459,35759459,49606
SUDAMERIS BANK SAECA,227822,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,"1703246,4","1703246,4",9674
SUDAMERIS BANK SAECA,227823,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,68243616,68243616,9673
SUDAMERIS BANK SAECA,227824,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,11079617,11079617,9673
CHACOMER S.A.E,229995,Compras  CREDITO,09/18/2018 00:00:00,10/18/2018 00:00:00,858000,858000,1032
GRUPO EMMERT HNOS. S.A.,232393,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,35000,35000,40066
CHACOMER S.A.E,234584,Compras  CREDITO,09/25/2018 00:00:00,10/25/2018 00:00:00,"8458104,45","8458104,45",1032
CHACOMER S.A.E,239440,Compras  CREDITO,10/01/2018 00:00:00,10/31/2018 00:00:00,2926396,2926396,1032
CHACOMER S.A.E,241396,Compras  CREDITO,10/03/2018 00:00:00,10/28/2018 00:00:00,5797202,5797202,1032
UNIVERSIDAD SAN LORENZO,413664,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,405000,405000,9697
MOPC,461866,Gastos Contado,10/02/2018 00:00:00,10/03/2018 00:00:00,62000,62000,9322
MOPC,463970,Boleta de Venta,10/01/2018 00:00:00,10/02/2018 00:00:00,106000,106000,9322
MOPC,465641,Gastos Contado,10/02/2018 00:00:00,10/03/2018 00:00:00,62000,62000,9322
MOPC,466078,Boleta de Venta,10/02/2018 00:00:00,10/03/2018 00:00:00,70000,70000,9322
MOPC,478699,Boleta de Venta,10/07/2018 00:00:00,10/08/2018 00:00:00,75000,75000,9322
MOPC,671385,Boleta de Venta,10/05/2018 00:00:00,10/06/2018 00:00:00,15000,15000,9322
BANCO CONTINENTAL SAECA,1302168,Gastos Contado,09/11/2018 00:00:00,09/12/2018 00:00:00,265000,265000,9655
BANCO CONTINENTAL SAECA,1302169,Gastos Contado,09/11/2018 00:00:00,09/12/2018 00:00:00,"303417,4","303417,4",9672
BANCO CONTINENTAL SAECA,1311753,Gastos Contado,09/13/2018 00:00:00,09/14/2018 00:00:00,300000,300000,9655
BANCO CONTINENTAL SAECA,1318282,Gastos Contado,09/14/2018 00:00:00,09/15/2018 00:00:00,330000,330000,9655
BANCO CONTINENTAL SAECA,1323480,Gastos Contado,09/17/2018 00:00:00,09/18/2018 00:00:00,330000,330000,9655
BANCO CONTINENTAL SAECA,1331316,Gastos Contado,09/19/2018 00:00:00,09/20/2018 00:00:00,110000,110000,9655
BANCO CONTINENTAL SAECA,1345801,Gastos Contado,09/20/2018 00:00:00,09/21/2018 00:00:00,165000,165000,9655
NAKATA AUTOMOTIVA S.A.,1352018,Proveedores Ext.,09/17/2018 00:00:00,10/17/2018 00:00:00,288513352,288513352,868
BANCO CONTINENTAL SAECA,1361812,Gastos Contado,09/21/2018 00:00:00,09/22/2018 00:00:00,110000,110000,9655
BANCO CONTINENTAL SAECA,1538760,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,188899,188899,9655
BANCO CONTINENTAL SAECA,1538761,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,"13010,91","13010,91",9672
NUCLEO SA,1894279,Gastos Credito,09/28/2018 00:00:00,10/28/2018 00:00:00,14339700,14339700,63018
BANCO ITAU PARAGUAY S.A.,1953037,Gastos Contado,09/30/2018 00:00:00,10/01/2018 00:00:00,43978213,43978213,11368
BANCO ITAU PARAGUAY S.A.,1953038,Gastos Contado,09/30/2018 00:00:00,10/01/2018 00:00:00,28220969,28220969,11368
ANDE,2485792,Boleta de Venta,10/01/2018 00:00:00,09/15/2018 00:00:00,586000,586000,9338
ANDE,2485794,Gastos Contado,10/01/2018 00:00:00,09/15/2018 00:00:00,2641000,2641000,9338
ANDE,2561686,Gastos Contado,10/08/2018 00:00:00,09/22/2018 00:00:00,176000,176000,9338
SABO INDUS.E COMERCIO DE AUTOPEÑAS LTDA.,20181557,Proveedores Ext.,09/17/2018 00:00:00,10/18/2018 00:00:00,114713437,114713437,1268
