CIP 394591,5.2.1,1
CIP 1364290,10.6.10,1
CIP 1111459,5.1.3,1
CIP 803579,4.4.3,1
CIP 1336357,5.2.5,1
ENG ET20202,7.6.2,1
CIP 1371208,5.2.3,1
CIP 1381235,5.2.6,1
CIP 1358202,5.2.7,1
CIP 1302168,5.4.2,1
CIP 1114315,5.2.5,1
CIP 1515985,4.4.1,1
UNIV 50.254,6.6.7,1
PRI 945997,2.3.7,1
CIP 238777,5.4.3,1
CIP 304307,5.1.6,1
SC-7524,1.5.7,1
CIP 1424231,19.3.4,1
CIP 467474 V,10.1.10,1
SC-1952,1.4.8,1
MB-5941,3.3.7,1
SAC 3356,7.5.1,1
SC 1307717,1.2.6,1
CIP 1324712,5.1.4,1
SIE 246082003001R,7.4.7,1
CIP 1385170,5.1.7,1
REI R-461,9.10.7,1
MB-2326,2.6.9,1
MB-3688,2.1.10,1
REI R-370F,9.10.3,1
REI R-112,9.9.7,1
REI S-305,9.9.2,1
REI S-623,9.5.3,1
REI R-379,9.9.3,1
GENT 15483660000,22.6.4,1
REI SC-10348,4.3.1,1
REI R-3021,9.9.1,1
SAC 5346,10.5.3,1
MB-2340,N.6.4,1
SC 378613,2.5.5,1
ABR 813933,9.7.3,1
DIE 1488071,A.1.4,1
UNIV 60.151,I.3.12,1
SC-2834,W.1.2,1
SC-999,1.4.3,1
SCH 10.170,7.2.3,1
SC-2848,14.1.1,1
SCH 10.217,7.3.1,1
SCH 20.195,7.6.3,1
SC-4494,12.2.3,1
SC 1390075,W.5.2,1
SC 1354594,11.2.6,1
SC 1354593,11.2.5,1
SC-4316,12.2.1,1
SC-3730,37,1
SC-5120,6.7.8,1
SC 1511775,12.1.2,1
SC-4871,34.7.4,1
SC-2138,11.1.5,1
CIP 228817,12.5.2,1
SC 1777779,6.7.3,1
SC 1786249,6.7.3,1
SC 1337939,W.10.3,1
SC 1411661,34.4.5,1
SC 1368787,11.2.1,1
SC-965,11.2.1,1
SC-4095,12.3.1,1
SC-3994,11.2.6,1
SC 1314906/2,W.14.5,1
SPI 03-466XL,W.9.3,1
MET K-9043,W.15.5,1
SC-2089,33.6.2,1
CIP 543801,12.3.1,1
SC-3549,3.2.6,1
RC-888,33.4.5,1
RCD RC865,22.1.6,1
ARG SC-103,34.6.3,1
SC 1122/1,12.3.1,1
SC-1186,1.3.5,1
SC-1672,11.1.1,1
SC-1673,12.4.1,1
SC 332705,W.11.4,1
GARR 716639-5001S,7.3.3,1
GARR 703072-5003S,7.3.2,1
MET C-1800 STD,20.1.2,1
SC-1218,W.13.3,1
SC-3951,V.13.4,1
SC-2457,12.3.3,1
SC 1390076,34.4.4,1
SAB 01949 BR,10.2.2,1
WAB 934.705.002.0,11.2.2,1
KNO 0500005002,10.5.4,1
CIP 323508,5.1.4,1
SIE 331007001R,T.2.4/T.1.3,1
SIE 331010001R,I.4.5,1
SC-4057,D.6.2,1
CIP 1440406,1.3.10,1
CIP 1373520,10.5.7,1
CIP 1451946,5.1.1,1
SC-974,1.3.2,1
SAB 46906 EFSG,10.2.5,1
CIP 1384624,5.1.1,1
CIP 1383858,5.1.1,1
CIN 18.33.0047,8.1.5,1
CIN 05.35.0036,8.1.1,1
CIN 05.35.0035,24.3.6.,1
NAK N-661,45.3.5,1
MB-1582,6.6.9,1
SC-574,2.2.10,1
SC-2065,I.2.11,1
SC-3954,W.2.4,1
CIP 1484715,5.4.2,1
SC 305-408,V.4.4,1
SC-1257,A.2.12,1
CIP 1321420,5.2.3,1
CIP 319394,9.5.2,1
CIP 1403618,5.1.3,1
CIP 1398645,4.4.2,1
LEM LM122,7.9.3,1
SC 1354978,66.1.3,1
REI R-1014,44.7.3,1
MB-4020,8.8.6,1
WAB 434.100.203.0,54.6.5,1
REI R-3030,9.9.3,1
SC 1502384,1.3.8,1
GIR 31312,F.5.7,1
AUT 09078,14.1.2,1
SC-2276,V.13.2,1
SC-1845,V.13.3,1
SC-2171,V.13.4,1
SC-2789,7.7.4,1
SC-2318,3.5.11,1
SC-4920,6.3.3,1
BIA 5114244001,V.15.5,1
ABR 249970,12.4.3,1
CEN 85223.03,V.13.2,1
CEN 85223.02,V.13.2,1
SC-1924,11.1.2,1
AUT 09057,V.13.3,1
SC 292847,1.4.6,1
SC 8125211,V.13.1,1
SC-2430,6.7.9,1
SC-102,3.3.1,1
SC-1248,11.1.3,1
SC-1247,V.15.3,1
SAB 02376 BRG,10.1.4,1
CIP 1504160,9.7.1,1
MARI IM11565,4.4.4,1
SC 1546785,4.2.3,1
SC 1546784,1.3.1,1
SC 1546788,1.3.4,1
SC 1546789,2.5.4,1
SUS CO-614,34.5.3,1
SIN 117/1,V.15.3,1
SC-198,11.1.2,1
SC-450,3.3.2,1
AMA 6048,V.13.5,1
SC-1148,V.13.5,1
MON 1953667,9.1.4,1
MON 537214,V.13.5,1
SC-184,11.1.5,1
CIP 1324598,12.5.4,1
SC-2039,12.5.3,1
SC-3850,V.11.3,1
SC-2034,12.4.5,1
SC-2610,V.11.3,1
SC-2035,35.1.5,1
SC-1305,V.11.4,1
SC-2025,12.4.3,1
SC-4197,12.1.5,1
SC-3340,12.4.5,1
SC-3339,12.4.5,1
SC 1404903,11.1.1,1
MB-3031,8.4.8,1
PCBS4034,16.7.2,1
KNO I98088,7.10.2,1
SC 364665,4.2.11,1
WAB 973.011.002.0,11.4.3,1
WAB 932.400.001.2,11.5.2,1
CIN 12.33.0012,8.1.3,1
WAB 961.723.217.0,11.4.3,1
CIN 04.35.0028,8.1.3,1
KNO II326870069,7.10.2,1
CIN 10.35.0010,8.1.7,1
CIN 10.33.0283,8.2.5,1
MAX 11560-1,2.6.5,1
WAB 884.503.718.2,12.5.3,1
SCH 20.144,7.3.1,1
RYG 0009912422,6.3.3,1
CIP 1375390,4.4.2,1
SAC 3182 009 938,10.4.3,1
SAC 1878.003.066,51.4.3,1
CIP 1387136,3.5.5,1
RCD RC-654,3.1.3,1
WAB 423.105.111.0,11.4.2,1
SAB 09282 BAEF,10.2.2,1
SC-3323,C.8.5,1
SAB 80317,34.3.4,1
MAH A45020,8.4.8,1
REI R-814,D.3.2,1
REI R-369,57.1.7,1
CIN 10.33.0575,8.1.4,1
SAC 315102,51.3.2,1
NAK N-6556,A.3.12,1
SC-2443,12.4.3,1
CIN 26.33.0024L,8.2.3,1
CIN 12.33.0028,8.1.2,1
CIN 13.33.0048,8.1.2,1
CIN 13.33.0079,8.1.7,1
MAG 1214659,35.6.4,1
MB-3614,8.4.5,1
SC 1414375,6.9.2,1
CIN 10.33.0357,U.11.2,1
PFB65481,16.2.3,1
CIN 06.35.0032,8.2.3,1
CIN 46.35.1015,8.2.1,1
CIN 06.35.0008,8.2.2,1
CIN 46.35.1016,8.1.1,1
CIN 06.35.0036,8.2.1,1
CIN 19.33.0023,12.4.2,1
CIN 19.33.0079,PASILLO U,1
CIN 06.35.0020,8.2.2,1
NAK N-669,9.4.4,1
CIN 14.33.0001,8.2.5,1
CIN 06.35.0006,8.2.3,1
CIN 19.33.0124,12.4.2,1
CIN 46.35.1025,8.2.1,1
CIN 10.33.0282,8.2.6,1
JUN 1309051,1.3.1,1
CIN 10.33.0281,8.1.4,1
SAC 290988,10.5.3,1
SAC 310619,10.5.3,1
CIN 10.33.0288,8.2.4,1
SAC 290989,10.5.3,1
SAC 481002,10.5.4,1
MET K-1800,W.15.3,1
SAC 3329,10.5.4,1
CIN 12.33.0041,U.13.3,1
CIN 14.33.0040,8.2.3,1
CIN 14.33.0038,8.2.4,1
CIN 13.33.0020,8.2.2,1
CIN 14.33.0003,8.1.3,1
CIN 14.33.0036,8.2.3,1
CIN 13.33.0035,8.1.2,1
CIN 12.33.0026,8.2.2,1
CIN 13.33.0030,8.2.4,1
CIN 10.33.0487,8.1.8,1
CIN 10.33.0290,8.2.7,1
CIN 10.33.0001,8.2.5,1
CIN 10.33.0280,8.1.6,1
CIN 10.33.0465,8.2.3,1
CIN 10.33.0488,8.1.3,1
CIN 14.33.0011,8.1.5,1
CIN 13.33.0046,47.7.2,1
CIN 10.35.0093,8.2.6,1
CIN 10.35.0359,U.11.2,1
CIN 18.33.0113,8.1.7,1
MB-2453,11.1.4,1
SC 530955,E.4.2/BF1.2.2,1
ITS 3154315,2.3.10,1
REI R-7503,A.3.5,1
VAL VV386,T.PASILLO,1
FAG 510148A,7.4.4,1
SAB 48861 F,10.1.3,1
SAB 05680 GRAHF,10.2.3,1
ARG MB-101,27.3.3,1
NWO RDL-1357,8.3.1,1
RIO 54.342.035,8.5.3,1
VTO 62201,I.6.2,1
BEP C051A,W.14.1,1
CIP 308275,5.2.4,1
LUK 143.0207.10,V.16.5,1
SC-2387,2.4.4,1
SC 1344190,D.1.2,1
SC-2380,1.5.10,1
KNO II325810051,7.10.5,1
SC-2719,1.1.4,1
SC-143,1.5.4,1
MB-3725,6.1.3,1
1302791,1.3.2,1
SC-1285,2.4.9,1
NAK N-6553,A.3.10,1
WAY 51.030,7.8.3,1
RO-04.115M,D.6.5,1
VOL 14281,C.5.4,1
NIN F-36V,3.1.2,1
FEB 07341,8.10.6,1
FEB 09995,8.10.5,1
FEB 10005,8.10.1,1
VAL VV324,7.4.5,1
FEB 18472,8.10.2,1
FEB 10576,2.3.9,1
FEB 21082,8.10.5,1
FEB 31869,8.10.2,1
FEB 09967,8.10.5,1
FEB 21083,8.10.3,1
FEB 21552,8.10.5,1
FEB 18800,8.10.4,1
FEB 18528,59.5.5,1
MB 1532,5.8.8,1
FEB 21591,8.10.1,1
BEP M198N,13.1.4,1
FEB 18480,8.10.4,1
FEB 16665,8.10.1,1
MB-1957,6.1.7,1
FEB 01361,W.5.5,1
FEB 20020,8.10.3,1
FEB 18197,8.10.6,1
FEB 22095,8.10.7,1
FEB 07670,U.4.3,1
FEB 09798,8.10.2,1
FEB 06355,8.10.2,1
ENG ET20216,7.6.4,1
FEB 08754,8.10.6,1
FEB 09977,59.8.3,1
CIN 10.33.0429,8.2.3,1
ARB 32216,7.8.4,1
GIR 205149/10,4.2.4,1
INS 1365125,11.2.6,1
SC-2447,V.12.3,1
LUK 325.0002.11,17.4.2,1
LUK 125.0002.11,14.4.1,1
SC-2908,1.6.4,1
LUK 333.0058.10,U.9.4,1
FLA 82 0790,2.3.1,1
FLA 82 0700,2.3.2,1
ALE 10 C90,5.6.8,1
MB-1255,13.1.1,1
SC-113,12.4.6,1
MB-5665,U.2.5,1
BEP T002C,13.6.2,1
MB-807,7.7.1,1
BEP S302B,13.3.4,1
CIN 13.33.0072,8.1.7,1
SAC 3151.000.151,10.5.4,1
SAC 3100.008.201,10.4.3,1
GARR 466818-5007S,6.10.2,1
GARR 452109-5010S,7.3.1,1
SAC 10469/6,10.5.2,1
SAC 10402/6,10.4.3,1
SAC 10401/6,10.5.2,1
BEP S304J,13.3.3,1
VAL VV211,46.6.3,1
SC-503,12.2.3,1
SAB 01840 BGO,10.1.2,1
CIN 17.33.0030,8.2.4,1
SC 395641,1.2.7,1
SC-4178,6.4.2,1
SC-491,R.5.6,1
CIP 1343134,10.8.6,1
BEP B018,13.2.3,1
SC 381235,7.2.3,1
CIP 332476,10.7.7,1
CIP 304309,5.2.6,1
SAB 79563,10.1.2,1
REI R-067,9.10.7,1
WAB 461.315.907.2,11.5.6,1
WAB 014.355.000.0,11.4.4,1
WAB 014.005.000.0,11.3.2,1
CIN 24.35.0038,8.2.2,1
SC 283784/1,F.4.14,1
SC 283783/1,4.1.4,1
WAB 464.007.010.0,11.4.5,1
VET VBO-10982,8.8.5,1
CIP 303904,5.1.1,1
INA F-45917,7.5.6,1
SC 1318713,3.7.11,1
CIN 13.35.0044,8.1.1,1
SC 1472832,1.5.5,1
CIN 15.33.0082,8.2.7,1
SAC 3100.007.203,10.4.3,1
SC 1423891,11.1.6,1
FLEX PA101,2.2.4,1
SIE 310050001R,I.3.11,1
FAG 568980B,7.4.3,1
SC 716360,4.3.2,1
CIN 10.33.0277,8.2.4,1
CIN 13.33.0100,8.1.2,1
UNIV 50.120,M.7.3,1
CIN 17.33.0031,8.1.3,1
UNIV 50.119,M.8.2,1
MB-3843,U.5.4,1
SC 329583,1.3.5,1
SC-3712,1.4.7,1
MAR 32308,7.5.3,1
BOE 3012,6.1.3,1
SC LO015C,2.2.2,1
SC-5320,28.5.1,1
MEC FL-1367,9.4.4,1
SAB 01135 BRP,O.4.6,1
SC-1135,1.2.7,1
SC-539,8.5.2,1
KOS K-03.9310.20,H.7.4,1
MB-5015,5.3.8,1
UNIV 71.942,1.1.9,1
SC-2370,9.8.3,1
CIP 544039,9.6.7,1
HELL 768-551,J.1.6,1
MB-5906,T.3.3,1
EAT VS 2587,4.3.3,1
SIN 1188 VD,T.2.2,1
SIN 1188 VM,15.1.2,1
SIN 1125 AMAR,3.3.4,1
CIP 1488410,9.5.8,1
LUK LK-055,4.2.5,1
SC 2622,1.5.5,1
SC 1373126,1.4.6,1
SC 1345683,1.6.8,1
SC 1345682,3.4.10,1
MB-2353,7.6.3,1
SAB 01839 BA,10.2.3,1
GAU GB-1065,7.2.6,1
GAU GB-1064,7.2.3,1
UNIV 81.044,12.2.2,1
MAXG MX539,52.7.4,1
MAXG MX341/R,10.3.3,1
MAXG MX532/1,10.3.4,1
MAXG MX427,10.4.4,1
MAXG MX426/2,10.4.4,1
MAXG MX534,10.4.4,1
MAXG MX424,10.4.4,1
MAXG 1006,10.3.4,1
MAXG MX305,10.4.4,1
MAXG MX428,10.4.4,1
MAXG MX535,10.4.4,1
MAXG 605,10.3.5,1
MAXG MX342/S,9.2.6,1
SC 194739,1.3.8,1
SC-1986,1.4.3,1
SC 1346940,2.3.7,1
CIP 1953781,4.4.1,1
SC 1346939,2.3.7,1
FER F15097,8.8.1,1
SAC LM42,33.3.1,1
FLA 0652,1.5.1,1
REI R-327,B.4.6,1
SC-1324,11.3.3,1
SC DUR-431,16.3.1,1
SIE 017282001R,T.1.5,1
SIE 017282007R,T.2.4/T.1.3,1
SC-6320,1.4.3,1
SIE AS000XR,T.2.4/T.1.3,1
SIE 331010002R,T.2.4/T.1.3,1
SAC 1530,10.5.1,1
SAC 1152,10.5.1,1
COF B.47467..Y,3.6.10,1
COF B.47631..Y,7.8.1,1
COF B.47496..Y,T.3.7,1
COF B.47585..Y,7.8.1,1
COF L.12795..Y,7.8.3,1
COF 45006..Y,7.8.1,1
COF 45077..Y,7.8.1,1
CINA 5114.39.71,6.4.2,1
COF 45120..Y,T.4.7,1
ZF 1290.395.134,4.1.3,1
ZF 1290.395.033,4.1.4,1
ZF 1290.395.040,4.1.1,1
MB-1556,6.7.6,1
MB-4431,6.1.9,1
SC-4099,2.5.1,1
MB-3569,T.1.3,1
ENG ET20231,8.1.3,1
MB-5070,Q.1.3,1
SC 1749126,C.5.5,1
WAB 925.320.002.2,11.4.5,1
CON C-2623,6.4.2,1
RDA-0340,1.5.7,1
SC 1485486,12.1.6,1
MB-2198,T.15.3,1
SC 1391831,1.1.4,1
SC 1369919,12.4.2,1
SC 1304571,E.4.6,1
SC 1324598/97,V.5.3,1
SC 1386957/8,12.4.3,1
FAG 30308,7.4.4,1
SC-155,1.5.4,1
SC-1389,12.4.3,1
SC-2031,1.5.4,1
MB-4774,4.2.1,1
KNO II31362,7.10.3,1
KNO II31378,7.10.5,1
WAB 461.315.002.2,11.5.3,1
UNIV 61.106,B.3.2,1
MB-89,M.6.8,1
COF LC.7173 STD,57.2.3,1
MET BB-174-JSTD,20.1.4,1
BIN 31.66.0203.5,8.3.2,1
BIN 31.66.0204.3,R.2.7,1
IC 133517600,6.3.6,1
IC 133371710,6.2.4,1
MB-124,P.1.2,1
MB-2967,1.4.3,1
MB-3208,P.1.4,1
SC-4859,2.1.4,1
MB-2676,10.2.5,1
MB-3687,7.1.3,1
MB-5079,4.1.2,1
MEC PT-1333,9.4.7,1
MEC JT-1875,45.6.3,1
MEC FL-1366,9.4.6,1
EDA 1860,7.2.6,1
REI R-475,9.10.7,1
MB-5062,4.1.2,1
MB-5957,4.1.2,1
ZF 0735.295.119,4.1.5,1
MB-2438,4.1.4,1
MB-2440,4.1.4,1
MB-6826,4.1.4,1
CIN 11.33.0009,8.1.2,1
SC 1390706,12.2.2,1
COF LC.1396 STD,K.8.5,1
IC 141260000,2.1.1,1
SAB 02069  BRG,10.3.3,1
IC 133375502,8.8.5,1
NARV 48994,1.1.2,1
CIN 14.33.0129,8.2.3,1
REI S-415,9.9.1,1
CIN 10.33.0239,8.1.6,1
CIN 10.33.0372,8.2.6,1
CIN 14.35.0057,8.1.3,1
EUR 74.53.0053,G.3.3,1
CIN 10.33.0251,8.2.4,1
CIN 10.33.0415,8.1.7,1
CIN 17.33.0049,8.1.3,1
CIN 04.35.0021,8.2.4,1
CIN 14.33.0139,8.2.6,1
CIN 14.33.0044,8.1.4,1
CIN 10.33.0571,8.1.3,1
CIN 10.33.0514,8.1.6,1
CIN 10.33.0518,8.1.6,1
CIN 10.33.0515,8.1.7,1
CIN 10.33.0517,8.2.7,1
BATA 1109278,2.3.2,1
CIN 10.33.0516,8.1.4,1
CIN 14.33.0125,8.2.4,1
VOL 7080,25.2.3,1
LINCH 1296 L/D,3.6.7,1
LINCH 1296 L/I,3.6.7,1
SC-5156,3.4.7,1
MB 376.030.7320,6.1.5,1
REI R-808,9.9.3,1
DIE 281525,I.2.7,1
REI R-836,9.5.2,1
BAI 634 NARANJA,3.3.2,1
POR PH 3511,G.6.3,1
ENG ET20253,12.4.2,1
PFI 6403-2RS,5.7.11,1
SC-1854,1.1.5,1
SC-4688,1.1.8,1
SC 1306309,A.4.9,1
SIE 333019001R,7.4.7,1
SC-1022,13.6.1,1
SC 1346178,1.6.7,1
SC 1346177,1.6.7,1
MAH A48040 STD,8.4.5,1
MON 372622,9.6.5,1
3-RHO,2.5.10,1
MB-1106,16.10.2,1
SC-5182,3.1.4,1
CIP 259065,5.2.1,1
SC 1461414,1.6.6,1
SC 1401622,F.3.5,1
SC 1401788,1.2.8,1
KNO SP705,7.10.6,1
WAB 934.702.387.0,11.3.2,1
KNO I76627,7.10.4,1
RDA-0193,4.3.4,1
BEP S349J,13.1.4,1
SAB 02933 BRG,1.5.9,1
IC 132613300,6.2.2,1
RIO 54.222.020,8.5.3,1
SC-815,5.5.3,1
MB-3992,5.8.11,1
MAN TB1374 X,V.8.3,1
SC 1394535,28.1.1,1
SC 1336154,1.5.3,1
SC 1377964,3.4.11,1
SC-3355,E.3.3,1
SC-3354,E.3.3,1
MB NO-35940,K.8.3,1
MB-2217,K.1.2,1
CIP 225898,5.1.3,1
RDA-0029,1.2.7,1
RDA-0028,C.7.4,1
CIN 04.35.0022,47.7.3,1
MAH L76175 STD,8.4.7,1
CIN 10.33.0324,8.1.4,1
SC-1584,6.8.2,1
SC-2494,1.2.7,1
SC-3834,1.3.4,1
SC-1220,1.2.2,1
SC-4787,3.3.1,1
SC-105,C.4.16,1
SC-2830,9.6.2,1
MEC CR-1004,45.7.6,1
MEC CR-1302,45.5.3,1
VOLF 1503113,1.2.1,1
FEB 21551,8.10.3,1
MB-2323,T.3.5,1
MB-4108,7.8.1,1
MARI IM11380,4.4.4,1
MB-4433,24.1.5,1
MB-1890,32.6.1,1
SC 1475436,2.2.5,1
MB-3881,9.1.8,1
MB-4357,6.6.9,1
MB-709,6.1.5,1
SC-3141,2.2.1,1
CIP 1414422,5.2.4,1
REI R-197,9.9.3,1
MAH A48101 050,8.3.7,1
RODA 259,4.1.1,1
SC 1114314,3.4.11,1
COR 01118,4.5.5,1
SC 1109594,D.5.13,1
SC 394852,1.6.6,1
WAB 934.714.211.0,11.4.3,1
SC-2472,1.5.1,1
ZM 8010202,U.1.3,1
CIP 1349810,1.2.4,1
KNO II313230062,7.10.8,1
MB-2646,6.6.5,1
MB-3428,Q.6.6,1
MB-2465,2.6.1,1
MB-2029,L.3.5,1
MB-4663,L.3.5,1
ARB NU-309,L.3.5,1
MB-905,26.2.4,1
SC-766,6.7.4,1
VOLF 1433886,3.1.5,1
SC 1384393,S.1.2,1
SC 1384395,6.3.4,1
SC 1391363,10.1.2,1
REI R-810,9.9.2,1
REI R-4007,D.4.16,1
SPI 82-1570C,56.6.1,1
MB-5956,6.6.10,1
MB-5705,4.1.5,1
ZF 1290.405.331,4.1.4,1
REI R-333,9.9.4,1
REI R-4010,9.10.3,1
REI R-839,9.5.1,1
REI R-841,9.10.2,1
SC 1376895,2.5.4,1
SC-221,1.1.6,1
UNIV 50.275,R.2.12,1
UNIV 60.157,9.3.7,1
UNIV 50.285,11.2.5,1
UNIV 50.424,9.3.6,1
SC-2250,2.3.1,1
UNIV 71.919,R.2.11,1
UNIV 50.243,12.3.2,1
UNIV 50.244,12.3.2,1
UNIV 50.182,Q.3.5,1
UNIV 50.183,Q.3.5,1
UNIV 60.102,4.3.3,1
SC 1115443,2.5.5,1
SC-2390,2.4.4,1
SC 1319541 NEGRO,C.8.8,1
MAG M-142,P.5.6,1
SAB 01416 BAG,10.1.5,1
MB-5876,6.4.5,1
SC-5272,1.5.1,1
CIP 479031,5.4.3,1
CIP 1371207,5.2.3,1
CIP 1346907,5.1.4,1
CIP 1371206,5.4.6,1
CIP 524018,5.1.2,1
CIP 550465,10.2.3,1
MAH VE0760102,8.4.3,1
SC-2048,V.4.1,1
SC 365101,8.9.2,1
WAB 973.009.000.2,11.5.2,1
BEP M156Q,13.1.3,1
BEP S316G,13.4.2,1
REI R-744B,9.10.7,1
REI R-3252,44.7.6,1
MB-4116,2.1.7,1
REI R-025A,44.8.5,1
BOE 4708,V.12.5,1
CIN 26.33.0028,8.1.4,1
CIN 10.33.0327,8.1.3,1
CIN 13.35.0191,47.6.3,1
CIN 13.33.0099,8.2.2,1
MAH L76044 STD,8.3.4,1
MAH G76163 STD,8.3.7,1
WAB 475.710.011.0,11.4.3,1
MAH L76044 0.25,8.4.6,1
"MAH L76044 0,50",8.4.6,1
VOL 348979,2.4.9,1
KNO I90285,7.10.7,1
SC 367323,1.3.5,1
WAB 463.013.014.0,54.7.5,1
CIP 234017,5.1.3,1
WAB 934.705.001.2,11.5.2,1
REI R-280,9.9.7,1
UNIV 60.156,A.4.7,1
CIP 248325,5.2.4,1
CIP 358639,2.2.1,1
KNO II17934004,2.3.10,1
SIE D09763,7.4.7,1
RIO 41.369.035,7.8.6,1
MB-2382,6.6.8,1
SC 1308495,6.7.2,1
SC-3558,F.5.2,1
MARI IM11109,4.4.4,1
SC-4629,E.1.2,1
SC 346086,1.4.8,1
MAR 30210,8.8.3,1
SC 1409789,5.4.9,1
SC 384801,1.2.2,1
DIE 1873016,E.1.2,1
SC-1513,E.4.5,1
AIR 111642,17.2.3,1
SPI 04-637C,57.8.5,1
SC 1421322,2.4.1,1
SC-4409,A.1.9,1
SC 1544633,3.3.7,1
SC 279,I.6.11,1
FEB 05016,8.10.3,1
REI R-832,57.1.6,1
REI R-887,9.5.4,1
REI R-878,9.5.1,1
REI S-401,E.3.5,1
REI SP-4001,F.6.7,1
REI R-4008,9.9.2,1
SAB 08316 BRY,10.2.2,1
SC-237,9.2.3,1
MEC CR-1402,45.6.4,1
SC 1744211,2.2.3,1
SC-2628,1.5.9,1
SC-1040,2.3.8,1
SC 1364666,12.2.5,1
SC 1364665,12.4.5,1
SC 1485485,12.1.6,1
SC 1324598,12.1.4,1
SC 7040068,12.1.4,1
EUR 74.53.0466,8.5.3,1
EUR 74.53.0399,8.5.2,1
CIN 10.33.0412,8.2.3,1
MON 234736,6.9.5,1
SC 1403883,1.5.9,1
SC 394591,1.6.2,1
SC 1662548,2.5.7,1
SC 1328259,1.4.2,1
MB-2152,6.1.9,1
MB-409,6.9.6,1
NAK N-663,12.4.2,1
REI R-885,9.10.5,1
ROTA 2011508F,6.8.3,1
SAB 82350,10.1.3,1
WAB 434.300.007.0,11.3.3,1
WAB 434.300.003.0,11.4.5,1
ZF 0630.531.050,4.1.5,1
ROTA 2011507F,11.6.2,1
SC 1414376,3.8.12,1
SC 1374050,1.1.4,1
AMA 1030,14.2.4,1
VAR RCLF 0035.0,6.9.1,1
TEC ARL-9304,15.1.5,1
FRI BB-7229-1X,17.9.1,1
GAUE LV-992,3.2.3,1
SC 1381565,12.2.2,1
SC 1381566,12.4.4,1
NAK NUJ-281,9.4.4,1
MB-1444,3.6.7,1
MAR 33114,7.5.3,1
CIN 18.33.0030,8.1.5,1
BOS 9.120.080.182,R.4.6,1
SC 1742449,1.6.9,1
SC 1374500,2.4.4,1
SC-7523,1.4.3,1
REI R-877,9.9.6,1
PAR 690-30MB,16.2.4,1
WAB 884.503.151.0,11.3.3,1
MB-208,6.1.8,1
WAB 974.010.001.0,11.4.1,1
FAG KJHM522649/60,8.8.5,1
ZF 7673.955.942,O.5.9,1
IC 132602600,6.2.3,1
IC 132603100,6.2.3,1
IC 133571700,2.1.2,1
WAB 932.510.952.2,11.5.2,1
WAB 932.510.959.2,11.5.6,1
MB-2502,6.7.7,1
BIN 31.66.0205.1,8.2.8,1
BIN 31.66.0871.8,10.4.5,1
FAG T2DD065,8.8.7,1
BIN 31.66.0202.7,8.3.11,1
U-2762,2.5.1,1
MAH A48565 STD,8.3.6,1
MB-1611,9.6.6,1
RCD RC653,3.1.3,1
RCD RC221,6.3.7,1
RCD RC222,6.3.7,1
UNIV 61.127,R.2.9,1
UNIV 60.143,6.5.7,1
UNIV 71.916,4.3.4,1
UNIV 71.915,R.2.11,1
UNIV 50.192,4.3.3,1
MB-5018,9.3.6,1
UNIV 50.162,13.7.3,1
UNIV 60.133,4.3.3,1
UNIV 50.174,4.3.3,1
UNIV 60.134,4.2.3,1
UNIV 50.279,R.3.12,1
UNIV 50.280,R.3.12,1
"MET EC-034-J0,50S",M.6.7,1
SC 1424854,1.4.5,1
SC 1425019,1.6.3,1
REI R-815,9.10.7,1
IC 134103000,6.2.4,1
REI R-752R,44.5.6,1
MB-5862,6.6.4,1
MET BC-176-JSTD,20.1.5,1
MET BB-166-JSTD,20.1.5,1
MAH M48135 050,8.3.5,1
CIN 17.33.0105,8.1.3,1
SC-1406,3.6.4,1
SC-4881,2.5.8,1
FAG 33018,8.8.6,1
REI R-312,2.3.1,1
NAK N-6567,45.4.1,1
LEM LM72,12.4.1,1
SC-2733,D.8.2,1
CIP 1672561,5.1.2,1
CIP 1386423,5.2.6,1
CIP 1672220,5.2.2,1
CIP 1676744,9.7.2,1
CIP 195646,9.7.5,1
CIP 1367027,5.4.1,1
CIP 228832,5.2.1,1
CIP 291242,5.1.1,1
CIP 300809,5.2.3,1
CIP 309467,9.6.8,1
CIP 550099,5.4.1,1
CIP 301125,4.4.1,1
MB-3841,O.6.9,1
SC-3393,12.3.2,1
WAB 421.411.018.0,11.3.2,1
MB-2975,2.2.5,1
INA F-44075,7.5.8,1
INA F-84228,7.5.8,1
INA F-44306,2.4.8,1
INA F-34187,7.5.5,1
INA AXK-120155@,D.8.9,1
INA F-112215,7.5.9,1
SC 1383863,2.3.4,1
SC 1455327,12.2.3,1
SC-4672,C.5.7,1
MB-3472,6.7.6,1
MB-3842,6.2.6,1
MB-183,6.6.9,1
BEP M198E,13.1.4,1
SC-6321,1.4.3,1
MB-1769,5.2.4,1
MB-3737,6.6.7,1
SAB 48879 F,L.4.3,1
SAB 01135 BRG,10.1.4,1
SAV 1318388/2,D.5.9,1
MB-5864,6.1.7,1
MB-287,6.7.4,1
FAG 62204 2RSR,7.4.4,1
SC 1117904,F.4.9,1
SC-1620,4.3.2,1
SC 255028,6.7.5,1
MAH A48015 STD,8.4.3,1
COF AC.6276 STD,K.7.3,1
REI SC-10400,9.9.2,1
REI S-403,9.10.2,1
REI S-428,9.9.3,1
REI S-419,E.5.2,1
SAB 99514,10.2.2,1
SAB 75652,10.2.2,1
SAB 75655,10.1.2,1
