Empresa,Yhaguy Repuestos,
,,
CODIGO,POSITIVO,NEGATIVO
TRA 44853/119,0,-1
SC-1057,10,0
CIP 311438,0,-1
TRA 44952/243,0,-1
SC-1177,0,-1
MAN-3688,1,0
MAN-3626,0,-11
SC-3731,0,-22
GAT MAA 300,0,-9
GAT MAA 300 3/8,0,-75
MB-916,0,-2
SC-3485,0,-1
CIP 1307953,1,0
MB-907,2,0
ROC 345288-3,0,-1
MB-908,0,-1
ROC 345290-5,1,0
GAT 57012,0,-14
SC-2774,0,-1
MB-896,0,-5
ROC 345487-8,3,0
ROC 345491-6,0,-2
MB-1946,0,-1
MB-4865,0,-3
ROC 345482-7,1,0
MB-4269,1,0
BD 5-0003,0,-4
SC-2712,0,-5
FLEX LCC65AM,7,0
FLEX LCC65VER,2,0
PRIO 240/243,0,-1
SC-5332,0,-1
SC-3745,0,-1
SC-4348,1,0
BD 6-0101,0,-6
SC MAN1402,0,-24
SC MAN765,0,-7
LO124E,0,-1
GAT MOG 250 3/8,3,0
GAT MOG 250 1/2,0,-47
GAT MOG 250 5/8,0,-1
GAT-57003,0,-3
GAT-57005,0,0
GAT MOG 250 1/4,0,-2
GAT-57009,0,-13
MB-4258,64,0
MB-4969,0,-7
SC-4488,0,-2
MB-4967,0,-2
MB-4968,0,-3
SC 1395066,0,-1
SC 1376895,1,0
MB-1015,1,0
CR-014,0,-1
MB-3437,1,0
SC-4027,2,0
GAT MOG 250 1,0,-22
GAT MOG 250 5/16,0,-11
SC 1380106,0,-1
SC-1272,1,0
SC 1468706,0,-2
SC 1376896,1,0
SC-4879,0,-2
MB-1921,0,-2
SC-2575,0,-4
FAL 30214,0,-1
SC-1268,0,-5
PRIO 30781,0,-3
SC-1269,0,-1
ROC 345942-0,0,-1
ROC 347527-1,1,0
SC-1270,1,0
CIP 290849,4,0
ROC 345449-5,1,0
SC-1274,0,-1
MB-5195,0,-1
MB-4219,0,-7
ROC 345310-3,2,0
PRIO 10518,2,0
SC-1945,0,-1
CIP 270142,1,0
SC-1722,1,0
SC 481885,1,0
SC 1377331,0,-1
SC-2574,1,0
SC-2538,0,-13
SC-1786,1,0
SC-1724,1,0
SC-2825,0,-3
SC-1952,0,-2
SC-3153,1,0
FAL 35377,0,-2
SC-4189,1,0
SC-1499,1,0
CIP 267353,1,0
SC-1368,0,-1
SC 526367,1,0
SC-1733,0,-4
MB-4583,1,0
MB-911,0,-1
MB-1788,2,0
SC-204,1,0
SC-4982,6,0
PRIO 60046,7,0
SC 1346178,0,-2
SC 1346177,1,0
PRIO 60047,0,-5
FCS-SC074,0,-1
MB-888,0,-3
PRIO 3447600002,0,-13
CIP 236701,0,-2
ROC 304205-7,0,-1
BD 5-2016,0,-1
BD 5-2020,4,0
BD 5-2001,0,-2
BD 5-2006,0,-2
BD 5-2301,0,-5
BD 5-2201,6,0
BD 5-2300,1,0
BD 5-2200,0,-3
SC-1721,0,-3
SC-4759,0,-1
FAL 45159,2,0
FAL 45158,6,0
SC 5001,0,-1
FLEX ER103,0,-22
SC L0154,0,-3
BD 5-2010,20,0
BD 5-2015,3,0
BD 5-2005,6,0
BD 5-2000,0,-8
SC 1482997,0,-1
REI R-856,1,0
MON 234907,0,-1
MON 384970,0,-1
SC 1485717,0,-4
MON 1369975,5,0
SC-7548,0,-1
MON 20012,0,-1
SC-366,0,-1
SC-368,0,-19
SC-1346119,0,-1
MON 1346119,0,-1
TRA 40670/031,0,-1
TRA 40403/012,0,-1
SC-1540120,0,-1
FRU 597N,0,-3
FRU 597,0,-1
FRU 547,0,-1
BEP M164,1,0
TRA 40500/003,0,-1
TRA 40500/004,0,-1
SC-1366847,0,-1
MB-886,1,0
MB-734,0,-1
SC-977,0,-1
SC-985,0,-1
SC 1442294,0,-1
VOL 8126085,1,0
SC 1472771,0,-1
SAM 040150,1,0
SAM 040149,0,-1
FLA 82 0652,0,-1
TRA 41616/940,0,-3
TRA MINI 43408/9,0,-99
A-243,0,-1
XSIL 0224 I,1,0
BAL 0224 I,0,-1
BEP B059L,2,0
GAU GA-20001,1,0
BOS 9.390.453.030,0,-1
SC 1677081,1,0
SC-5012,0,-1
SC 1442292,0,-2
MB-3501,21,0
MB-883,0,-9
RYG T-01/06090,0,-185
MB-1931,0,-48
MB-884,29,0
RYG 0009912422,189,0
SC-1067,0,-3
MB 101553,0,-3
NAK N-6016,6,0
NAK N-6012,0,-1
NAK N-1062,0,-1
NAK N-183,0,-3
NAK N-196,4,0
NAK N-1061,0,-1
FAL 06128,2,0
MB-906,6,0
MB-3510,4,0
COR 4504619206,0,-2
COR 4865546011J,0,-2
KOM 45047-39115,0,-4
MB-4151,0,-6
MB-4109,0,-16
SC-1086,0,-8
SC-944,0,-1
KOM SE7722,0,-15
KOM SE4822,0,-1
KOM 48520-50A25,41,0
NAK N-2007,8,0
KOM SE7152,2,0
KOM SE7591 LH,1,0
KOM SE7591 RH,0,-1
TRA 44997/008,0,-1
MB-093,0,-1
SC-847,0,-4
SC-807,0,-2
BEP M004,1,0
BIA 5191133010,1,0
BIA 5191147002,1,0
SC-2809,0,-8
MB-3605,0,-8
SC-1093,7,0
CIP 302746,0,-1
SC-5624,0,-2
SC-1097,1,0
MB-3563,0,-1
MAXG 0323,2,0
MAXG MX1480,1,0
MAXG MX531,1,0
REI S-302,0,-1
PRIO ME1530,0,-1
VOLF 24238,0,-1
SC 1504160,0,-2
PRIO ME1280,1,0
EDR ME1279,0,-1
MON 301189,0,-1
MB-1016,0,-4
SC 297507,0,-1
CIP 297645,2,0
SC-3843,0,-2
CIP 297644,2,0
SC-2908,0,-2
FAL 34491,0,-18
RYG 3443570001,4,0
MAXG 2117,1,0
MEC SE-1136,3,0
CIN 19.33.0124,0,-1
RYG 3603571001,1,0
CIN 19.33.1124,0,-1
MB-967,0,-1
SC-2383,0,-1
SC L0501V,1,0
SC LO502T,0,-1
FCS-SC014,0,-1
AMA 6128,2,0
TBP S80.8242,0,-2
SC-169,1,0
CIP 1324598,1,0
SC 1324598,0,-1
SC 7040068,0,-1
AMA 6071 D,0,-1
FCS-SN014 LH,1,0
BEP M163D,1,0
SC-4195,2,0
AMA 6088,1,0
SC 1459134,1,0
FCS-SC016,0,-1
SC 1366832,2,0
AMA 865,1,0
TBP S80.8029,0,-1
SC 1459135,0,-1
SC-2021,0,-1
AMA 6087,0,-1
MB-937,4,0
ROC 030110-8,0,-3
FAL 05321,3,0
RAY 100083042,6,0
FEB 16666,0,-1
SC 1856108,0,-3
FRA PD/116-F,3,0
FRA PD117,0,-3
KOM D6110,7,0
KOM D6106,18,0
IC 110102901,0,-5
MB-1053,0,-6
MB-3038,2,0
IC 132114000,0,-1
CIP 244090,2,0
CIP 1305676,0,-1
SC-1372,0,-5
SC 1305676,0,-2
RYG 3525863514,3,0
MB-1996,0,-1
SC 1377386,4,0
PRIO 30002,0,-1
MON 1377386,0,-9
PAB 124,0,-2
MON 372621,0,-4
MB-985,0,-5
MB-804,0,-2
MB-939,0,-1
MB-5222,0,-1
MB-5220,0,-1
IC 141260000,0,-3
SC-4152,1,0
SC-4153,1,0
SC-1841,0,-10
SC-1839,0,-8
SC-1836,0,-16
SC-1204,0,-1
SC-1832,0,-18
CIP 340430,0,-5
SC-1834,0,-18
SC-2298,0,-12
SC-1838,0,-20
SC-1833,0,-7
SC-1835,0,-2
CIP 131041,3,0
FAL 30979,0,-1
SC-1831,0,-13
CIP 234017,0,-25
SC-782,0,-4
FAR 97145-0,0,-1
SC 296835,0,-1
CR-067,0,-1
SC-874,0,-1
MB-940,6,0
MB-941,0,-6
IC 143370712,0,-8
IC 143370825,8,0
IC 143371509,1,0
IC-33.00,0,-2
SC 94845.7,0,-1
MB-2944,0,-1
SC-1109,0,-2
SC-6714,0,-1
MB-1558,3,0
PRIO 3074210074,9,0
RYG 3074210074,0,-12
SC-600,1,0
SC-543,0,-1
ROC 141122-5,0,-2
BOE 3012,0,-1
CIP 389894,1,0
SC-823,0,-9
MB-4361,0,-3
SC-3809,0,-12
FAL 33980,0,-44
SC 1332508,0,-9
SC-1127,0,-3
FAL 34636,0,-3
SC 1340002,3,0
IC 132604100,1,0
SC 544039,0,-2
SC 369910,0,-11
CIP 244954,0,-1
SC 244954,0,-7
MB-931,0,-14
ROC 140111-4,10,0
MB-2633,27,0
SC-6364,0,-2
RYG 3124231818,6,0
MB-988,0,-7
RYG 3024211074,13,0
MB-987,23,0
FAL 05650,4,0
MB-1019,0,-1
CIP 180064,1,0
CIP 951983,0,-4
SC-2302,1,0
SC-1008,0,-1
MB-2502,0,-1
MB-938,1,0
MB-4589,0,-1
SC-2404,0,-2
SC-68,0,-1
ROC 303510-7,0,-1
SC-69,0,-3
PRIO 1423018,1,0
RYG 1423018,0,-10
RYG 1544331,11,0
RYG 1423017,0,-3
SC-2830,6,0
RYG 1544330,1,0
SC-6467,0,-2
SC-180,1,0
BD 5-0120,0,-1
SC 1344404,0,-2
SC-837,0,-1
PRIO 275873,18,0
SC 1375429,0,-1
PRIO 1375429,0,-18
INC 01.01.0071,0,-1
TRA 44000/128,0,-1
TRA 44011/107,0,-2
TRA 44049/109,0,-1
TRA 44014/110,0,-1
TRA 44002/106,0,-1
FLEX LC101,7,0
SC-1780,0,-7
SC 259102,3,0
CIP 301476,4,0
PRIO 301476,0,-4
"MAH E48010 0,25",1,0
"MAH E48030 0,50",0,-1
MAH E68150 STD,0,-2
QUI QA-9852,1,0
QUI QA-9853,0,-6
"MET P-1236 0,25",0,-1
KS 94.037.701,1,0
PEA P234 0.30,2,0
KS 94.037.702,2,0
MAH S68150 0.25,0,-1
SC 1315280,1,0
QUI QA-116M,0,-1
QUI QA-1548 010,0,-2
QUI QA-1570 010,0,-2
QUI QA-1549 020,3,0
QUI QA-1571 020,0,-1
KS 94.037.605,2,0
KS 94.037.621,0,-1
"MAH S48010 0,25",0,-2
MAH S48010 STD,2,0
MAH S68150 STD,0,-6
"MAH S68150 0,10",0,-2
QUI QA-1575,0,-1
QUI QA-1547 STD,0,-2
YUM RK.01.073,0,-1
QUI QA-9851,1,0
PEA P234 STD,0,-1
PEA P222 STD S/P,1,0
PEA P222 STD,0,-1
QUI QA-9845,2,0
KS 90.274.704,18,0
KS 90.276.704,0,-2
KS 90.276.717,30,0
MAH E48510 050,0,-4
KS 97.277.800,21,0
KS 90.274.600,8,0
KS 93.750.600,6,0
PER 226-072 STD,0,-1
KS 93.951.600,1,0
MAH S48530 STD,12,0
KS 92.525.600,4,0
KS 93.831.600,62,0
"MAH E48100 0,50",2,0
MAH E48100 0.50,0,-2
MAH E-48520 STD,6,0
MAH E48410 STD,6,0
MAH E-48510 STD,0,-14
MAH E48270 STD,2,0
MAH E48250 STD,1,0
MET P-1299 STD,0,-1
KS 92.525.800,42,0
MET P-1807 STD,0,-2
KS 93.951.800,6,0
KS 90.276.701,8,0
KS 93.831.800,2,0
SC-2211,0,-2
ZF 1290.306.085,0,-2
BEP B062R,1,0
ARY 254333,2,0
MAXG 1922,0,-2
CIN 17.33.0113,0,-1
CIN 17.33.0021,1,0
KAC K07.03550,66,0
TWM 02002,0,-1
ROC 030050-0,2,0
BOS 133286,63,0
GAU GA-1003,0,-4
GAU GA 1366,0,-1
GAU GA 1541,1,0
GAU GA 1065,3,0
MB-2382,0,-8
LUK 125.0002.11,0,-1
SAC 1202,0,-1
SAC 1314,1,0
LUK 133.0210.12,9,0
MB-4059,0,-3
KM 069.0960,20,0
KM 069.1145,1,0
KM 069.0802,1,0
KM 069.0892,0,-2
SAC 1307,0,-4
BOE 7806,0,-1
CINA 1103.36.71,3,0
UNI 3.309,0,-2
SC-3137,0,-2
REI R-809,2,0
INA F-232481,2,0
INA F-567280,4,0
INA F-567279,12,0
INA F-236854,2,0
INA F-110627,6,0
INA F-235785,2,0
SAM 040203,0,-1
PRIO 1858885,0,-1
INA F-110672,21,0
SC 1858884,1,0
SAM 040204,3,0
INA F-110628,12,0
AMA 555,1,0
UNI 104/4,2,0
SC-2472,3,0
AMA 519 E,1,0
AMA 506 E,0,-1
MB 3506987579,1,0
MB-4494,0,-1
MB-1792,0,-11
SC-1421,0,-1
FCS-SN003-01,14,0
SC-1648,0,-3
MB-2641,0,-2
ETE 7119,2,0
MB-5603,0,-2
SIN 027,0,-1
MB-3749,0,-1
SC-475,0,-2
AMA 982,1,0
UNI 201/2,0,-1
UNI 223/4,0,-1
AMA 527 E,0,-1
AMA 321 E,0,-2
POXI 250GR,1,0
SC-3432,0,-15
SC-3431,0,-3
POXI 108 /70 ML,0,-2
POXI 16/14 ML.,0,-4
KOM 45503-19036,0,-1
KOM 45503-19127,0,-8
KOM 45503-12131,0,-1
KOM 45503-12130,3,0
KOM 45503-19128,0,-4
KOM 45503-29255,0,-6
KOM 57731-3E010,3,0
KOM 48521-Q5601,1,0
CRKK3,0,-2
REI R-344,0,-6
SC-271,0,-12
SC-904,0,-1
CIP 242663,0,-2
MB-996,0,-6
ROC 140000-2,0,-1
SC 1355381,4,0
ZM 4030411,0,-50
ZM 4030402,1,0
MB-926,0,-12
MB-2957,0,-8
CIP 159959,3,0
SC-2601,6,0
CIP 800046,1,0
SC-1099,0,-2
SC-1209,0,-1
MB-2018,0,-19
RODA C501,0,-28
MB-3090,1,0
RODA C500,11,0
ROC 632000-7,2,0
MB-933,4,0
ZM 4001010,67,0
DAM P60013,0,-11
RODA C252,2,0
SC-702,0,-3
ZM 40018-20,0,-43
ZM 4078013,0,-6
ZM 4078014,0,-1
ZM 4030422,0,-1
ZM 4001410,1,0
IAS 61.88.9016,0,-5
RODA C305,0,-1
ZM 40.012.80,0,-49
FAL 32333,1,0
ZM 4001290,0,-1
CIP 176815X,0,-1
MB-1010,1,0
MB-5076,0,-3
ZM 4001805,0,-6
RODA C185,1,0
SC-1921,0,-1
SC-2786,3,0
RODA C187,8,0
ZM 4001801,38,0
ZM 4002229,39,0
RODA C199AF,0,-1
ZM 4002001,0,-9
MB-974,0,-3
MB-5533,0,-6
ZM 4078002,6,0
RODA 253,0,-11
ZM 4078001,0,-29
RODA 257,0,-3
SC-4053,0,-8
SC-2688,0,-4
RODA C120,0,-5
ZM 4002201,0,-22
ZM 4001411,0,-1
ZM 4002022,0,-29
ZM 4001812,28,0
RODA C201A,0,-2
ZM 4002003,0,-2
RODA 196,25,0
ZM-4002005,5,0
RYG 3814010571,30,0
ZM 4002219,0,-12
IAS 61.45.3112,0,-17
MB-1890,0,-2
ZM 4002213,0,-3
ZM 4002206,0,-3
IAS 61.45.3052,7,0
MB-4831,0,-2
ZM 40.018.11,0,-35
MB-4686,0,-15
ZM 4001804,0,-36
ZM 41803,0,-3
ZM 4001802,0,-32
MB-2570,0,-23
ZM-4002224,0,-33
ZM 40022-16,0,-2
ZM 4078003,0,-19
ZM 4078004,11,0
RODA C258,0,-2
RODA 260,0,-16
SC-2444,0,-8
ZM 4070803,0,-25
ZM 4078012,1,0
FAL 12166,0,-297
MB-1986,0,-3
FEB 09798,0,-2
SC-2145,0,-2
ZM 4001803,40,0
MB-1062,0,-13
ROC 140540-3,0,-1
MB-1017,0,-2
FAB TM1021F,1,0
MB-2982,0,-2
SC LO015A,2,0
SC LO015B,0,-4
FLEX PL102,0,-1
SC LO015C,0,-5
SC LO015D,1,0
SC LO101,0,-9
PRIO BI101,1,0
SC-5318,1,0
FLEX BI101,0,-4
SC-1751,0,-4
SC-1750,1,0
BEP S214,2,0
REI R-005,5,0
SC 1398658,0,-6
SC 448840A,0,-2
TIN 1734996,1,0
SUP 88.20.019,0,-1
SC 8820019,0,-2
BOE 6096/00,4,0
SC 8820005,0,-6
KNO 5019499,26,0
SC 2020005,29,0
SUP 88.20.005,0,-1
SAM 094052,0,-2
BOE 6121,1,0
BOE 6127,0,-1
SUSP 21132,0,-1
SPI 40-1722,2,0
SPI 40-1614,10,0
SPI 40-612,0,-1
BEP M073U,0,-1
BEP M073W,0,-1
MB-980,0,-1
MB-2391,2,0
SC-4359,0,-1
SC-2458,0,-1
KWK 1540,42,0
MB-2465,27,0
MB-3746,1,0
MB-5307,0,-2
UET U-601,1,0
MB-4154,6,0
MB-2161,0,-26
SC 281,0,-5
MB-1178,2,0
MB-1317,0,-1
MB-1320,4,0
MB-3867,0,-2
SAM 096032,2,0
SC-1068,0,-7
SC-1083,0,-14
SC-1077,0,-2
GAU GA 011,0,-1
BOS 9.190.087.018,0,-2
GAU GA 018,0,-1
SC-2906,0,-4
SIE D05154,1,0
TOP TRA108700,2,0
TOP TRA108750,0,-2
BK 2.0102,1,0
TOP TRA108202,0,-1
SIE 415002012R,0,-1
TOP TRA108400,0,-4
SIE D09339,16,0
TOP TRA116213,0,-1
MARI IM11345,0,-1
TOP TRA712170,0,-4
TOP TRA712070,0,-3
MARI IM11380,0,-1
TOP TRA211208,2,0
TOP TRA216211,1,0
TOP TRA108600,3,0
TOP TRT886324,0,-2
TOP TRP103102,0,-1
TOP TRT150863,1,0
TOP TRP112012,0,-1
MARI IM14411,0,-3
MARI IM15440,0,-1
MARI IM11411,0,-1
TOP TRP106000,0,-3
SIE D09763,3,0
TOP TRP106106,0,-2
MARI IM11440,0,-1
SIE D09436,0,-1
BK 2.0424S4,5,0
MARI IM11441,3,0
SIE D02900,40,0
TOP TRT886124,0,-2
SIE 333013007R,2,0
SIE 333007003R,2,0
SIE 116006004R,1,0
SIE 115032018R,4,0
SIE 115008018R,2,0
SIE 115027007R,5,0
SIE 301019035R,1,0
SIE 221004031R,1,0
SIE 303008002R,1,0
SIE 350012026R31,0,-1
SIE 350012010R,1,0
SIE 351001005R,1,0
SIE 151005004R,2,0
SIE 151006007R,1,0
SIE 310012022R,1,0
SIE 310012010R,6,0
SIE 310038001R,1,0
SIE 310010001R,7,0
SIE 350050003R,6,0
SIE 145304001F,2,0
SIE 145305003F,1,0
SIE 333001148R,1,0
SC-112,0,-12562
PRIO 10X14-AL,713,0
UNIO 90048,141,0
COL ML-5961 PD,0,-32
ALU 1313,822,0
FAL 05350,6563,0
UNIO 90193,69,0
PRIO 8X20,0,-1000
PRIO 8X22,25192,0
MB-1107,0,-1786
SC-1193,1254,0
UNIO 92289,394,0
FAL 12981,0,-11
MB-1104,0,-165
FAL 12985,0,-249
COL ML-6211 CB,0,-64
UNIO 9000,1002,0
PRIO 10X14-CO,1166,0
MB-1106,338,0
MB-5595,0,-2
NAK N-6514,0,-2
SC-3835,0,-1
VET VBA-1313RL,0,-1
VET VBA-1386RL,0,-2
MB-4543,0,-1
FAL 103739,1,0
SC-2290,0,-1
FAL 30597,0,-1
SC-4780,0,-1
VAR RRCD 5092.1,0,-7
CON C-1070,0,-1
VAR RRCD 0044.0,0,-1
MB-1230,1,0
SC-1487,0,-1
CON C-1621,0,-1
VAR RRCE 0015.3,0,-7
SC-608,1,0
WAY 101.001,2,0
LMB-1181,0,-2
FEB 08754,1,0
MB-3399,3,0
BD 0-2504,0,-5
MB-1181,1,0
FAL 01630,0,-3
MB-1218,0,-25
BOS 9441080020,0,-1
ROC 693174-0,0,-1
SC 1755638,0,-7
SC 1369053,1,0
RDA-0350,0,-1
CIP 1321420 X,0,-6
SC-4252,0,-2
ROC 161008-2,0,-1
SC 1321420X,4,0
NTI 1321420,0,-5
FAL 34504,0,-1
SIL 1527363,2,0
RDA-1.48,0,-3
WAY 101.002,2,0
SC-644,2,0
VAR RRCR 5642.4,2,0
KNO I82912R,21,0
KNO I82914R,12,0
DIE 1433654,1,0
NTI 244441X,1,0
FAL 30812,0,-1
SPI BA-401348,1,0
MAXG 637,3,0
SPI BA-402028-X,1,0
MB-3472,2,0
MB-2989,1,0
KNO II325810051,116,0
SC-633,0,-1
KNO I83572,2,0
KNO I90221,35,0
SC-2455,0,-5
WAB 961.702.001.2,0,-1
QUI QA-1088,0,-1
MB-2818,0,-1
MB-3212,6,0
PRIO 101002,0,-1
MB-1189,34,0
FAR 94925-2,0,-2
VAR RRFD 0044.3,1,0
CON C-1532.6,0,-1
SAM 095572,0,-2
MB-5862,1,0
MB-5864,3,0
AME 276029,1,0
KNO II31362,28,0
KNO I83121,89,0
WAB 461.315.007.2,0,-1
KNO II15162,15,0
WAB 461.315.907.2,1,0
PRIO 98485-2,0,-2
WAY 101.202,0,-3
PRIO 92375-2,3,0
FEB 05016,0,-1
FNA 517560,0,-3
MB-1188,0,-37
MB-035,0,-2
QUI QA-201A,0,-3
QUI QA-1117G,4,0
QUI QA-201,0,-1
IC 133370100,1,0
IC 133375500,1,0
IC 133375503,0,-1
MB-4990,0,-27
IC 133371700,0,-1
HOT 550284,1,0
CIP 550284,0,-1
SC 550257P,0,-2
RYG 550257,0,-1
SC-588,0,-1
WAB 932.510.964.2,0,-1
WAB 932.510.957.2,0,-1
WAB 970.051.906.2,0,-1
SC-57,0,-2
QUI QA-1940,0,-1
BMC 550455,0,-1
WAY 101.007,1,0
BMC 550422,0,-2
QUI QA-1942R,0,-4
QUI QA-1952,0,-1
YUM RK.02.045,10,0
SC 0605,0,-1
MB-1193,1,0
MB-5660,0,-1
REI R-887,0,-2
PRIO 1864986,0,-1
SC-1010,109,0
KNO II159920065,2,0
MB-1219,0,-1
KNO I86897,10,0
PRIO 98735-2,0,-1
QUI QA-060,0,-2
PAM 3177/1,1,0
QUI QA-140,0,-1
SC-4036,0,-7
SC-4032,1,0
QUI QA-1277,0,-1
KNO II311630061,15,0
KNO II311630062,2,0
KNO I83156,29,0
RDA-0193,0,-2
WAY 100.326,1,0
QUI QA-2000,0,-1
WAB 884.503.378.2,1,0
YUM RK.03.003,0,-1
KNO I90286,24,0
MB-2341,0,-5
KNO II325810061,8,0
MB-3313,0,-1
SC-004801,2,0
QUI QA-441,0,-1
QUI QA-452G,0,-1
ROC 350592-8,0,-1
QUI QA-1852,1,0
QUI QA-1042,0,-1
CIP 1338893,1,0
FAL 32020,0,-1
RDA-0261,0,-2
KNO I86230,9,0
QUI QA-1085,1,0
WAB 961.722.906.2,1,0
QUI QA-885,0,-1
QUI QA-003,0,-1
CIP 522389,0,-1
SC-1597,0,-1
KNO I90285,15,0
QUI QA-1099,0,-1
SC-3516,0,-1
WAB 461.315.913.2,0,-1
WAB 975.300.000.2,0,-2
KNO I83277,31,0
KNO II15167,95,0
CIP 538425A,9,0
CIP 538425,0,-7
WAB 932.510.953.2,0,-1
MON 1364636,1,0
SC-1579,0,-1
KNO SP705,9,0
UDE 2043,1,0
KNO K001470,8,0
BEP B059 W,6,0
CIP 1511775,0,-1
SC 1511775,0,-1
SC-538770,0,-1
PRIO RP009,0,-1
SC-1152,2,0
MB-1171,1,0
RYG 3199930510,0,-8
MB-1163,0,-7
MB-1976,0,-1
SC 302473,1,0
SC-2737,2,0
CIP 214119,0,-5
FAL 30369,0,-4
SC-3738,0,-13
SC-773,4,0
FAL 30167,0,-8
MB-5198,0,-3
SC-2578,0,-17
FLEX ML101,0,-4
PRIO ML101,0,-288
MB-1231,0,-2
SC 1302552,0,-27
MB-3884,0,-4
MB-1157,0,-3
MB-4365,0,-3
CIP 297488,0,-2
SC-901,1,0
KNO I757910063,48,0
CIP 53106,0,-28
FAL 30972,0,-3
MB 352.053.0320,14,0
RIO 53.012.020,0,-14
CIP 170043,1,0
SC-444,0,-12
FAL 100633,0,-6
RYG 380,8,0
SC-1020,0,-16
SC 8830503,0,-1
FAL 45051,0,-11
SC-1037,6,0
RYG 384,0,-2
SC-1028,13,0
SC-5289,0,-10
RYG 3459937110,3,0
RYG 3889937110,197,0
PRIO 3889937110,0,-6
MB-1261,0,-31
MB-1162,2,0
RYG 3029930610,1,0
BOE 0911,0,-5
SC-2257,0,-2
FAL 30086,0,-10
MB-1229,0,-1
MB-2528,1,0
SAB 01135 BR,11,0
SC 8361,0,-1
SAB 02376 BRG,1,0
SAB 00224 BRGE1,0,-3
SAB 02075 BRE,0,-1
MB-1174,1,0
URB UG0148,0,-10
COR 01189V,1,0
SAM 041144,1,0
SAB 07985 BRY,2,0
CIP 1502384,0,-1
SC 314063,0,-1
ARC 1318388,0,-1
SAB 00359 BR,0,-4
ARC 5154,0,-1
COR 07546V,3,0
SAB 01839 BA,0,-6
SAB 02099 BA,0,-1
COR 01173V,0,-3
COR 01118P,0,-2
SAB 02100 BAG,0,-3
SAB 01840 BGO,0,-2
MB-4287,0,-3
SAB 00310 B,0,-2
SC-2563,0,-1
SC-1352,0,-3
SAB 01135 BRG,0,-13
SAB 02069 BRGS,0,-1
COR 03250T,0,-1
SAB 01543 BR,0,-1
SAB 01543 BA,1,0
SC-5078,0,-1
SAB 76032,1,0
SC 1304293,0,-9
SC-1182,0,-8
SC-1346,1,0
SC-5671,0,-4
SC-4354,0,-3
SC-826,2,0
SAB 00459 BR,0,-2
DIE 358404,0,-3
SAB 01810 BRAG,0,-3
SAB 00269 BAGS,0,-2
SAB 01810 BAGS,0,-9
SAB 02235 BAG,0,-1
COR 03248T,0,-1
DIE 1392708,0,-1
SAB 01942 BRGP,2,0
SC-4058,0,-1
SAB 00803 BAG,0,-2
SAB 00803 BRG,2,0
SAB 01828 B,1,0
SAB 02753 BRG,1,0
SAB 01043 B,1,0
SAB 01801 B,0,-1
SAB 02049 BG,0,-2
SC-1314,8,0
SAB 00516 BG,0,-3
SAB 01735 BG,1,0
SAB 02690 BRG,2,0
ARC 516B,0,-1
RAV 10991,0,-4
SAB 01767 BR,1,0
SAB 00268 BRP,1,0
ARC 5116,0,-2
SAB 07281 BAGE,3,0
SAB 00268 BR,0,-1
SAB 05578 BRGF,1,0
SAB 07790 BY,0,-4
SAB 02932 BAG,0,-3
SAB 02246 BAG,2,0
SAV 6766,0,-8
SC1363674/1,0,-1
SAB 01981 BRG,1,0
SC-1344,0,-1
ARC 5299,0,-2
ARC 5674,0,-1
SAB 00500 BAGF,0,-1
RAV 10799 BAG,0,-1
SAB 00500 BAG,1,0
SAB 02557 BRG,0,-5
SC-4533,0,-2
ARC 5147,0,-1
RAV 10897,1,0
SC 1324712,0,-2
ARC 5840,0,-1
DIE 33352,5,0
ARC 33352,1,0
SAB 08316 BRY,0,-2
DIE 1409890,0,-5
ARC 1409890,0,-1
CMB 1409890/2,0,-1
SAB 01181 BR,1,0
SC 1433183,0,-1
SAB 01815 BAEP,0,-2
SAB 09284,0,-50
TRA 43799/773,0,-1
INA F-44306,6,0
INA NK 17/16 X,0,-9
INA HK 1816,3,0
INA ZRB 4000*8.00,0,-16642
INA F-45517,36,0
PES 2580,0,-1
GIR 58549,1,0
INA F-58549,182,0
INA F-58550,411,0
MB 0735.320.837,4,0
ZF 0735.320.837,0,-1
MB-1365,0,-4
INA F-58551,0,-1
INA F-52386 A,1,0
INA F-58554,10,0
INA F-218709,10,0
INA F-53381,0,-1
CIP 372778,1,0
DIE 372778,0,-1
PES 440P,0,-2
SC-2553,2,0
SC-1366764,10,0
CIP 1366764,0,-11
CIP 339130,0,-2
SC-3315,0,-4
SC-1781,3,0
SC 6096,0,-2
SC 6097,0,-2
SC 6091-54,12,0
SC-1932,0,-5
SC-1931,6,0
TRU 20.30.501,0,-2
SC-554,0,-2
SC-555,1,0
SC 6091-38,0,-1
MB-4997,5,0
PRIO 3014200039,10,0
FAL 15602,0,-10
MB-4655,0,-10
MB-4656,0,-5
MB-4657,7,0
MB-4998,0,-1
CIP 174806,0,-3
VOL RV80153,1,0
MB-5441,0,-2
VOL RV80733,2,0
NAK N-1015,0,-1
KOM SB2832,0,-1
KOM SB7721,16,0
CBT38L,0,-1
CH 5207,0,-2
SC 1384624,1,0
SAM 097165-01,0,-1
SC 1384624/1,0,-1
CBT38R,0,-1
MEC PV-2842,2,0
KOM 43330-19065,0,-1
GIR 21304,0,-2
INA F-45917,41,0
ARB 32218,0,-1
TIM 575/572X,1,0
SKF 6003,9,0
SKF 6003 2RSH/C3,0,-9
GR-6004,1,0
