Empresa,Yhaguy,,,,,,,,
,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,APLICACION,MODELO,GRUPO,LINEA,PESO,VOLUMEN
MB-2531,TORNILLO HUECO 26mm MB P/COMPRESOR,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,OTROS,PESADA,0,0
MB-4361,PERNO SEGURO EJE PRINCIPAL,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,RUEDA,PESADA,0,0
MB-2437,JUNTA BOMBA AGUA M/V  C/CHAPITA CHICO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM352,MOTOR,PESADA,0,0
MB-2436,SEGURO EJE CUADRUPLE M/N,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,CYD,PESADA,0,0
MB-2362,CALCE MARCHA ATRAS M/N BRONCE,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,CYD,PESADA,0,0
MB-2575,FARO SE�ALERO M/N P/COSTADO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,ELE,PESADA,0,0
HUB 01-00126,BLOCK MOTOR 366/366A TURBO,REPUESTOS,AUTOLINEA HUBNER,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
BEP S316G,"PUNTERA CROMADO 4""1/2 CURVO LARGO",REPUESTOS,BEPO,Sin Color,VARIOS,ACCESORIOS,PESADA,0,0
BEP S316H,"PUNTERA CROMADO 4""1/2 CURVO CORTO",REPUESTOS,BEPO,Sin Color,VARIOS,ACCESORIOS,PESADA,0,0
BEP M193B,TANQUE COMB.70L 608 GALV.RECTANG.,REPUESTOS,BEPO,MERCEDES BENZ,608,ACCESORIOS,PESADA,0,0
BEP M193G,TANQUE COMB.210L M/N AM.GALV.REDONDO,REPUESTOS,BEPO,MERCEDES BENZ,1618,ACCESORIOS,PESADA,0,0
BEP S304Q,SILENCIADOR SC124 CUADRADO S/ LANA,REPUESTOS,BEPO,SCANIA,124/P94,ESC,PESADA,0,0
BOE 7800,ZAPATA FRENO DEL/TRAS M/N 140mm,REPUESTOS,BOECHAT,MERCEDES BENZ,OM366,FRENOS,PESADA,0,0
BOE 6049,CATRACA DEL. M/N,REPUESTOS,BOECHAT,MERCEDES BENZ,OM366,FRENOS,PESADA,0,0
CIN 06.35.0008,CORONA Y PI�ON 7X48 14mm,REPUESTOS,CINPAL,MERCEDES BENZ,1113,DIFERENCIAL,PESADA,0,0
CIN 06.35.0009,CORONA Y PI�ON 7X48 16mm,REPUESTOS,CINPAL,MERCEDES BENZ,2219/20,DIFERENCIAL,PESADA,0,0
CIN 50.33.0501,BRAZO ESTABIL.C/ESTRIA 1318 DEL.,REPUESTOS,CINPAL,MERCEDES BENZ,1318,DIRECCION,PESADA,0,0
CIP 1377386,PERILLA AYB SC124,REPUESTOS,CIPEC,SCANIA,124,CYD,PESADA,0,0
COF B.47417..Y,AMORTIGUADOR 608 DEL/TRAS,REPUESTOS,COFAP,MERCEDES BENZ,608,SYD,PESADA,0,0
FAG LM11949/910,RULEMAN MASA DEL.FORD/VW/CHEVROLET,REPUESTOS,FAG,MERCEDES BENZ,1620,MYF,PESADA,0,0
FRI BB-7185,FIBRA FR.185 FRICCION STD,REPUESTOS,FRICCION,MERCEDES BENZ,VARIOS,FRENOS,PESADA,0,0
FRI BB-7185-1X,FIBRA FR.185 FRICCION X,REPUESTOS,FRICCION,MERCEDES BENZ,VARIOS,FRENOS,PESADA,0,0
FRI BB-7184-2X,FIBRA FR.184 FRICCION XX M/N,REPUESTOS,FRICCION,MERCEDES BENZ,OM366,FRENOS,PESADA,0,0
FRU 563,MASA TRASERA 1114/5/1214 10AG.,REPUESTOS,FRUM,MERCEDES BENZ,1214,MYF,PESADA,0,0
FRU 3535,TAMBOR FRENO DEL.1924/1941,REPUESTOS,FRUM,MERCEDES BENZ,1924,MYF,PESADA,0,0
GARR 729546-9002S,TURBINA MB 712C/914C/915C/1418/ATEGO/ACCELO OM904LA(REMAN),REPUESTOS,GARRET,MERCEDES BENZ,OM904,MOTOR,PESADA,0,0
INA F-110441.1,RULEMAN EJE DE MANDO QJ209 M/V,REPUESTOS,INA,MERCEDES BENZ,OM352,CAJA,PESADA,0,0
INA F-59345,RODILLO EJE DE MANDO M/N SENCILLO,REPUESTOS,INA,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
INA F-45809,RULEMAN EJE DE MANDO NU212 M/N,REPUESTOS,INA,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
INC 01.01.0065,CA�O INYECTOR N�1 366,REPUESTOS,INCODIESEL,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
INC 01.01.0066,CA�O INYECTOR N�2 366,REPUESTOS,INCODIESEL,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
INC 01.01.0067,CA�O INYECTOR N�3 366,REPUESTOS,INCODIESEL,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
INC 01.01.0068,CA�O INYECTOR N�4 366,REPUESTOS,INCODIESEL,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
KNO I83277,REPARO VALVULA RELE ORIG.,REPUESTOS,KNORR,MERCEDES BENZ,OM366,ELE,PESADA,0,0
KNO I83121,REPARO PEDAL AIRE M/N,REPUESTOS,KNORR,MERCEDES BENZ,OM366,MYF,PESADA,0,0
MAR 33205,RULEMAN MASA DEL.608 GRANDE,REPUESTOS,MAR,MERCEDES BENZ,608,MYF,PESADA,0,0
MAR 32307,RULEMAN MASA DEL.1113/1313 CHICO,REPUESTOS,MAR,MERCEDES BENZ,1113/1313,MYF,PESADA,0,0
MAR 30308,RULEMAN CAJA CUADRUPLE G3-60,REPUESTOS,MAR,MERCEDES BENZ,1313,CAJA,PESADA,0,0
MAR 33114,RULEMAN MASA TRAS.1313 CHICO,REPUESTOS,MAR,MERCEDES BENZ,1313,MYF,PESADA,0,0
MAR 509333,RULEMAN DIF.AYB PI�ON,REPUESTOS,MAR,MERCEDES BENZ,1519,DIFERENCIAL,PESADA,0,0
MAR 33213,RULEMAN MASA DEL.M/N GRANDE,REPUESTOS,MAR,MERCEDES BENZ,OM366,MYF,PESADA,0,0
MAR 33019,RULEMAN MASA TRAS.M/N GRANDE,REPUESTOS,MAR,MERCEDES BENZ,OM366,MYF,PESADA,0,0
MAR 33208,RULEMAN MASA DEL.MB/SC/VOL,REPUESTOS,MAR,SCANIA,112,MYF,PESADA,0,0
MAXG 2117,PALIER 1313 97cm,REPUESTOS,MAX GEAR,MERCEDES BENZ,1313,DIFERENCIAL,PESADA,0,0
MAXG 2123,PALIER AYB C/ENCASTRE,REPUESTOS,MAX GEAR,MERCEDES BENZ,1519,DIFERENCIAL,PESADA,0,0
MEC FL-1361,BRIDA CAJA 608,REPUESTOS,MEC-PAR,MERCEDES BENZ,608,CAJA,PESADA,0,0
MEC FL-1356,BRIDA CARDAN 608,REPUESTOS,MEC-PAR,MERCEDES BENZ,608,CARDAN,PESADA,0,0
MEC FL-1364,BRIDA PI�ON 608,REPUESTOS,MEC-PAR,MERCEDES BENZ,608,CARDAN,PESADA,0,0
MEC GR-1339,HORQUILLA CARDAN P/SOLDAR 1519,REPUESTOS,MEC-PAR,MERCEDES BENZ,1519,CARDAN,PESADA,0,0
MEC PT-1328,CARDAN MACHO 1519,REPUESTOS,MEC-PAR,MERCEDES BENZ,1519,CARDAN,PESADA,0,0
MEC PT-1334,PUNTERA CARDAN 1519,REPUESTOS,MEC-PAR,MERCEDES BENZ,1519,CARDAN,PESADA,0,0
MEC CR-1302,CRUCETA CARDAN 1519 45mm,REPUESTOS,MEC-PAR,MERCEDES BENZ,1519,CARDAN,PESADA,0,0
MEC LV-1345,CARDAN HEMBRA 1519,REPUESTOS,MEC-PAR,MERCEDES BENZ,1519,CARDAN,PESADA,0,0
MEC FL-1367,BRIDA CAJA M/N,REPUESTOS,MEC-PAR,MERCEDES BENZ,OM366,CARDAN,PESADA,0,0
MB-2215,BOTADOR 352/366,REPUESTOS,RIOSULENSE,MERCEDES BENZ,M/V/M/N,MOTOR,PESADA,0,0
RIO 41.152.020,BOTADOR OM904,REPUESTOS,RIOSULENSE,SCANIA,VARIOS,MOTOR,PESADA,0,0
MARI IM11009,LLAVE 2 PUNTOS S/FUSIBLE,REPUESTOS,RODAFUSO,Sin Color,VARIOS,ELE,Sin linea,0,0
RODA 212,TUERCA PRIS.RUEDA 1313 27mm.,REPUESTOS,RODAFUSO,MERCEDES BENZ,1313,RUEDA,PESADA,0,0
SAB 00904 BRGE,RETEN,REPUESTOS,SABO,Sin Color,VARIOS,OTROS,AGRICOLA,0,0
SAB 02084 BA,RETEN AGRICOLA,REPUESTOS,SABO,Sin Color,VARIOS,Sin Grupo,AGRICOLA,0,0
SAB 48802 FPSD4,JUNTA TAPA MOTOR 352 TURBO,REPUESTOS,SABO,MERCEDES BENZ,OM352,MOTOR,PESADA,0,0
SAB 82175,JUNTA TAPA MOTOR 366,REPUESTOS,SABO,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
SAB 02557 BRG,RETEN PI�ON PICUDO,REPUESTOS,SABO,MERCEDES BENZ,OM366,DIFERENCIAL,PESADA,0,0
SAB 82415,JUNTA TAPA MOTOR MAXION,REPUESTOS,SABO,MAXION,PERKINS,MOTOR,AGRICOLA,0,0
EAT VS 1814,VALVULA ADMISION 366 TURBO,REPUESTOS,SACHS,Sin Color,VARIOS,MOTOR,Sin linea,0,0
MIL 726.701,TUERCA EJE DE MANDO M/N MIL,REPUESTOS,SACHS,Sin Color,VARIOS,CYD,Sin linea,0,0
SAC 6705,KIT EMBRAGUE MB OM926/500 ELECTRONICO 430mm,REPUESTOS,SACHS,MERCEDES BENZ,OM366,EMBRAGUES,PESADA,0,0
SAC 1491,PLATO DE PRESION VOLVO C/COJIN.NL10 TD101 G 430mm,REPUESTOS,SACHS,VOLVO,NL 10,EMBRAGUES,PESADA,0,0
IAS 61.45.3052,PRISIONERO RUEDA TRAS.608 14X57,REPUESTOS,SIEMENS VDO,Sin Color,VARIOS,MYF,Sin linea,0,0
VET VRE-2500,CA�ONERA 608,REPUESTOS,VETORE,MERCEDES BENZ,608,CAJA,PESADA,0,0
VET VBA-1313RL,REPARO BOMBA AGUA 1113,REPUESTOS,VETORE,MERCEDES BENZ,1113,MOTOR,PESADA,0,0
VET VCC-0352,CARCAZA CAMBIO 1113,REPUESTOS,VETORE,MERCEDES BENZ,1113,CAJA,PESADA,0,0
VET VCD-6900,SOPORTE COJIN.EMPUJE 1113,REPUESTOS,VETORE,MERCEDES BENZ,1113,EMBRAGUES,PESADA,0,0
VET VPV-3806,POLEA CIGUE�AL 1 PISTA,REPUESTOS,VETORE,MERCEDES BENZ,1113/1313,MOTOR,PESADA,0,0
VET VBD-315,BOMBA DE AGUA 1113/1313 C/TAPA,REPUESTOS,VETORE,MERCEDES BENZ,1113/1313,MOTOR,PESADA,0,0
VET VRE-1500,CA�ONERA 1113/1313,REPUESTOS,VETORE,MERCEDES BENZ,1113/1313,CAJA,PESADA,0,0
VET VPR-7100,TUERCA REG.CORONA DIF.MB,REPUESTOS,VETORE,MERCEDES BENZ,1113/1313,CAJA,PESADA,0,0
VET VPR-7000,TUERCA REG.PI�ON 1113/1313,REPUESTOS,VETORE,MERCEDES BENZ,1113/1313,CAJA,PESADA,0,0
VET VRE-5500,TORRECILLA BAJA,REPUESTOS,VETORE,MERCEDES BENZ,1113/1313,CAJA,PESADA,0,0
VET VBD-355,BOMBA DE AGUA 1519,REPUESTOS,VETORE,MERCEDES BENZ,1519,MOTOR,PESADA,0,0
VET VBA-1356RL,REPARO BOMBA AGUA 1519 OM-355,REPUESTOS,VETORE,MERCEDES BENZ,1519,MOTOR,PESADA,0,0
VET VPR-7300,TUERCA REG.PI�ON 1519,REPUESTOS,VETORE,MERCEDES BENZ,1519,CAJA,PESADA,0,0
VET VRE-4500,CA�ONERA M/N,REPUESTOS,VETORE,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
WAB 934.702.300.0,VALVULA 4 VIAS M/N,REPUESTOS,WABCO,MERCEDES BENZ,1620,FRENOS,PESADA,0,0
WAB 421.305.002.2,REPARO CIL.AMPLIFICADOR M/V,REPUESTOS,WABCO,MERCEDES BENZ,VARIOS,FRENOS,PESADA,0,0
WAB 461.315.040.0,VALVULA PEDAL FRENO M/N,REPUESTOS,WABCO,MERCEDES BENZ,OM366,FRENOS,PESADA,0,0
WAB 446.056.146.0,CONTROL REMOTO DE SUSPENSION ECAS SC124,REPUESTOS,WABCO,SCANIA,124,ELE,PESADA,0,0
WAB 432.410.126.0,FILTRO SECADOR VALVULA APU C/BASE SC124,REPUESTOS,WABCO,SCANIA,124/P94,MOTOR,PESADA,0,0
SPI 01-246C,BRIDA CARDAN 1113 MB,REPUESTOS,SPICER,MERCEDES BENZ,1113,CARDAN,PESADA,0,0
SPI 54-442C,PUNTERA CARDAN 1113,REPUESTOS,SPICER,MERCEDES BENZ,1113,CARDAN,PESADA,0,0
SPI 5-40-1051,CARDAN MACHO M/N MB,REPUESTOS,SPICER,MERCEDES BENZ,OM366,CARDAN,PESADA,0,0
SPI 5-3-2261KX,CARDAN HEMBRA M/N MB,REPUESTOS,SPICER,MERCEDES BENZ,OM366,CARDAN,PESADA,0,0
SPI 04-852-1,BRIDA CARDAN M/N MB,REPUESTOS,SPICER,MERCEDES BENZ,OM366,CARDAN,PESADA,0,0
DAY KTB135,KIT CORREA/TENSOR UNO/FIORINO/PALIO 1.6 8V 93/00,REPUESTOS,DAYCO,Sin Color,VARIOS,MOTOR,PESADA,0,0
AMA 977,TRAVERSA MOTOR DEL.1113,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1113,LYA,PESADA,0,0
AMA 955,GUARDAPOLVO RADIADOR,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1113,LYA,PESADA,0,0
AMA 710 E,GUARDABARRO INTERIOR 710 (I),REPUESTOS,AMALCABURIO,MERCEDES BENZ,1113,LYA,PESADA,0,0
AMA 929,TANQUE AIRE 40 LTS.,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1113/1518,LYA,PESADA,0,0
AMA 533,VARILLA TENSOR RADIA.LARGO 970MM,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1113/1518,LYA,PESADA,0,0
AMA 549,BOCA DE LOBO M/N,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1113/1518,LYA,PESADA,0,0
AMA 978,TRAVERSA MOTOR DEL.1313,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1313,LYA,PESADA,0,0
REI R-091A,SOPORTE MOTOR 608 DEL.C/ROSCA,REPUESTOS,SUPORTE REI,MERCEDES BENZ,608,MOTOR,PESADA,0,0
REI R-3007,RULEMAN CENTRAL.C/ALEM.35mm 608 MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,608,CARDAN,PESADA,0,0
REI R-3021,ANTIVIBRADOR 608/708/709  MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,608,CARDAN,PESADA,0,0
REI R-077,GUARDAPOLVO CARDAN M Y H 1113 MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,1113,ACCESORIOS,PESADA,0,0
REI R-3031,RULEMAN CENTRAL.C/ALEM.45mm M/N S.YOKI MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,1214,DIFERENCIAL,PESADA,0,0
REI R-179,SOPORTE MOTOR 1519 TRAS.,REPUESTOS,SUPORTE REI,MERCEDES BENZ,1519,MOTOR,PESADA,0,0
REI R-105,GUARDAPOLVO CARDAN M Y H 1519,REPUESTOS,SUPORTE REI,MERCEDES BENZ,1519,CARDAN,PESADA,0,0
REI R-3020,SOPORTE CARDAN 1519/25/1618 MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,1519,CARDAN,PESADA,0,0
REI R-3028,SOPORTE CARDAN 55mm 1610 MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,1610,CARDAN,PESADA,0,0
REI R-461,GUARDAPOLVO PALANCA CAMB.LPO MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,1620,ACCESORIOS,PESADA,0,0
REI R-3030,SOPORTE CARDAN 45mm 1618 MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,1618,CARDAN,PESADA,0,0
REI R-3029,RULEMAN CENTRAL.C/ALEM.55mm MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,1618,CARDAN,PESADA,0,0
REI R-494P,POLEA BOMBA AGUA 3 PISTAS M/N,REPUESTOS,SUPORTE REI,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
REI R-476,KIT TENSOR RADIADOR MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
META 160020349,BUJE PERNO ZAPATA M/N,REPUESTOS,METALAUTO,MERCEDES BENZ,OM366,FRENOS,PESADA,0,0
FERV 06-M49R4T10Q21,SUSPENSION NEUM. SC 140 mm (SELLADA)/B190-H495,REPUESTOS,FERVI AIRE,SCANIA,113,SUSPENSION,PESADA,0,0
FERV 06-M49R4T10T21,SUSPENSION NEUM. SC 140 mm (SELLADA) / B140-H495,REPUESTOS,FERVI AIRE,SCANIA,113,SUSPENSION,PESADA,0,0
"MAH B48237 0,50",CASQUILLO BIELA MB 0.50 M/N OM366,REPUESTOS,MAHLE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MAH B48237 STD,CASQUILLO BIELA MB STD M/N OM366,REPUESTOS,MAHLE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MB-1958,"CAMISA MOTOR 0,40 352/366",REPUESTOS,METAL LEVE,MERCEDES BENZ,M/V/M/N,MOTOR,PESADA,0,0
MET BB-166 025,CASQUILLO BIELA 025 355/6,REPUESTOS,METAL LEVE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MET BC-375 100,CASQUILLO BANCADA 100 M/N SEMI,REPUESTOS,METAL LEVE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MET BG-016 SEMI,BUJE BIELA MB 016 SEMI,REPUESTOS,METAL LEVE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
VAR RRCR 5643.2,REPARO CIL.RUEDA TRAS. 1113 1 3/4,REPUESTOS,VARGA,MERCEDES BENZ,1113,MYF,PESADA,0,0
VAR RRCR 5642.4,REPARO CIL.RUEDA DEL.1113 1 5/8,REPUESTOS,VARGA,MERCEDES BENZ,1113,MYF,PESADA,0,0
VAR RCCE 0033.5,BOMBA DE EMBR.M/N.SUP.GRUESO,REPUESTOS,VARGA,MERCEDES BENZ,OM366,CYE,PESADA,0,0
VAR RRCE 0032.3,REPARO BOMBA EMBR.M/N PICUDO SUP.GRUESO,REPUESTOS,VARGA,MERCEDES BENZ,OM366,CYE,PESADA,0,0
MB-2173,CORREA 13 x 0925,REPUESTOS,GATES,Sin Color,OTROS,OTROS,OTROS,0,0
GAT 9531 GS,CORREA 13 x 1350 366,REPUESTOS,GATES,MERCEDES BENZ,OM366,SYD,OTROS,0,0
KL 68.422,CONJ.SINC.4�5� M/N SOLO,REPUESTOS,KL,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
KL 68.431,ENCASTRE 3�4� M/N,REPUESTOS,KL,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
KL 68.220,EJE PRINCIPAL M/N SENCILLO,REPUESTOS,KL,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
KL 68.410,ANILLO DESLIZANTE 1� ATRAS M/N,REPUESTOS,KL,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
KL 68.430,ENCASTRE 1� M/N,REPUESTOS,KL,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
KL 68.232,EJE CUADRUPLE M/N,REPUESTOS,KL,MERCEDES BENZ,OM366,CYD,PESADA,0,0
KL 68.070,ENGRANAJE ATRAS M/N CHICO,REPUESTOS,KL,MERCEDES BENZ,OM366,CYD,PESADA,0,0
SAM 096276,VALVULA TRANSFERENCIA CAJA VOLVO,REPUESTOS,WAYSER,VOLVO,VARIOS,CYD,PESADA,0,0
ZF 1290.395.384,ENGRANAJE 4ta. ARRIBA,REPUESTOS,ZF,Sin Color,VARIOS,CYD,PESADA,0,0
STA CZ-274,CRUCETA CARDAN SERIE 400 49mmX195,REPUESTOS,STAHL,SCANIA,VARIOS,CYD,PESADA,0,0
MARI IM12051,LLAVE SE�ALERO PICUDO MARILIA,REPUESTOS,MARILIA,MERCEDES BENZ,M/V/M/N,ELE,PESADA,0,0
MB-2019,PRISIONERO RUEDA DEL.608 14X51,REPUESTOS,BRASMECK,MERCEDES BENZ,608,MYF,PESADA,0,0
MB-2213,JUNTA ADMISION 366,REPUESTOS,BRASMECK,MERCEDES BENZ,VARIOS,MOTOR,PESADA,0,0
CON 13X0975,CORREA  13 X 0975 CONTINENTAL,REPUESTOS,CONTINENTAL,Sin Color,VARIOS,MOTOR,PESADA,0,0
RAY 100083503,PASTILLA DE FRENO VOLVO,REPUESTOS,RAYBESTOS,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CAB 12541,CABO VELOCIMETRO 608/709 12541 (*),REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MOTOR,Sin linea,0,0
CH 5207,ROTULA PALANCA CAMBIO SC COMUN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CYD,Sin linea,0,0
TRI TV-4050,TAPA TANQUE M/N C/LLAVE TV-4050,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,LYA,Sin linea,0,0
SC 8000045 IZQ,TAPA RODOAR CARRETA MULTIUSO ROJO REFRIAR,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,PESADA,0,0
SC 8000044 DER,TAPA RODOAR CARRETA MULTIUSO ROJO REFRIAR,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,PESADA,0,0
SC 60007 IZQ,TAPA RODOAR CARRETA MULTIUSO CRISTAL REFRIAR,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,PESADA,0,0
SC 60007 DER,TAPA RODOAR CARRETA MULTIUSO CRISTAL REFRIAR,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,PESADA,0,0
TF 34-A,ESMERIL BASE AGUA GRADO UNICO TF,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
TF 15-A,FIJADOR TF 275 ROJO ALTA TF,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB-2072,PANAL 608/708 4H 55x43,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,608,MOTOR,PESADA,0,0
MB-2198,RADIADOR 608/708,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,608,MOTOR,PESADA,0,0
MB-2063,TUERCA PRIS.RUEDA 608,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,608,MYF,PESADA,0,0
MB-2150,CABO EXTRANGULADOR 709/912/1214,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,709,MOTOR,PESADA,0,0
MB-2139,PASTILLA FRENO DEL.709,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,709,MYF,PESADA,0,0
MB-223,BULON PLATO DE RUEDA SOLO 1113,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1113,MYF,PESADA,0,0
MB-2013,PANAL 1113/1313 5H 60X69,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1113/1313,MOTOR,PESADA,0,0
MB-1991,BULON CORONA Y PI�ON 1313 14x40,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1313,CYD,PESADA,0,0
MB-1957,BULON CORONA Y PI�ON 1313 14x45,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1313,CYD,PESADA,0,0
CAB 12551,CABO VELOCIMETRO 1313/1318 LARGO 3330MM,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1313,MOTOR,Sin linea,0,0
MB-224,BULON PLATO DE RUEDA SOLO 1313,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1313,MYF,PESADA,0,0
MB-2197,TUERCA PRIS.RUEDA 1313 30mm. B-22 DIN/R,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1313,MYF,PESADA,0,0
MB-2102,ESTRELLA ESTAB.DEL.1313/LPO MA-600,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1313,SYD,PESADA,0,0
MB-1984,TUERCA REGULADOR PI�ON 1519,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1519,CYD,PESADA,0,0
MB-2018,PRISIONERO CARDAN 1519 12X32,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1519,CYE,PESADA,0,0
MB-2046,MARTILLO REG.VALVULA (D),REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,MOTOR,PESADA,0,0
MB-20,ARANDELA VIROLA COMPRESOR CHICO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,MOTOR,PESADA,0,0
MB-2217,SEGURO MU�EQUIN ACELERADOR CORTO UNIVERSAL,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,MOTOR,PESADA,0,0
MB-2027,GOMA GUARDABARRO MB TRAS.ORIG.,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ACCESORIOS,PESADA,0,0
MB-2028,GOMA GUARDABARRO MB DEL.ORIG.,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ACCESORIOS,PESADA,0,0
MB-2199,CA�O COMBUSTIBLE M/N C/TORN.,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ACCESORIOS,PESADA,0,0
MB-2200,"MU�EQUIN EMBRAGUE S/PERNO MB 10"" (*)",REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,CYE,PESADA,0,0
MB-225,BULON CORONA VOLANTE,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,CYE,PESADA,0,0
MB-2162,BULON BALANCIN CORTO 8x45,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ELE,PESADA,0,0
MB-2161,REACTANCIA 24V 30/40W 6 CABLES,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ELE,PESADA,0,0
MB-2017,SEGURO REGULADOR FRENO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,MYF,PESADA,0,0
MB-2201,TORNILLO HUECO 16mm MB,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,OTROS,PESADA,0,0
MB-2101,CABO EXTRANGULADOR M/V CORTO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM352,MOTOR,PESADA,0,0
MB-2270,VARILLA MEDIDOR DEP.FLUIDO M/V HIDR.,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM352,SYD,PESADA,0,0
MB-2126,CA�O INYECTOR N�5 366 TP-561,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MB-2127,CA�O INYECTOR N�6 366,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MB-1996,PEDAL ACELERADOR M/N PLASTICO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MB-1986,PRISIONERO TAPA MOTOR M/N,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MB-2232,CABO CAPOT M/N LARGO (*) EN PROMOCI�N!,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,ACCESORIOS,PESADA,0,0
